Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL
Abomasnow,Grass,Ice,4.0,90,92,75,92,85,60,494,2.2,135.5,https://img.pokemondb.net/sprites/home/normal/2x/abomasnow.jpg
Abomasnow,Grass,Ice,4.0,90,132,105,132,105,30,594,2.2,135.5,https://img.pokemondb.net/sprites/home/normal/2x/abomasnow.jpg
Gallade,Psychic,Fighting,4.0,68,125,65,65,115,80,518,1.6,52.0,https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg
Gallade,Psychic,Fighting,4.0,68,165,95,65,115,110,618,1.6,52.0,https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg
Rotom,Electric,Ghost,4.0,50,50,77,95,77,91,440,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg
Rotom,Electric,Fire,4.0,50,65,107,105,107,86,520,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg
Rotom,Electric,Water,4.0,50,65,107,105,107,86,520,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg
Rotom,Electric,Ice,4.0,50,65,107,105,107,86,520,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg
Rotom,Electric,Flying,4.0,50,65,107,105,107,86,520,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg
Rotom,Electric,Grass,4.0,50,65,107,105,107,86,520,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg
Dialga,Steel,Dragon,4.0,100,120,120,150,100,90,680,5.4,683.0,https://img.pokemondb.net/sprites/home/normal/2x/dialga.jpg
Dialga,Steel,Dragon,4.0,100,100,120,150,120,90,680,5.4,683.0,https://img.pokemondb.net/sprites/home/normal/2x/dialga.jpg
Palkia,Water,Dragon,4.0,90,120,100,150,120,100,680,4.2,336.0,https://img.pokemondb.net/sprites/home/normal/2x/palkia.jpg
Palkia,Water,Dragon,4.0,90,100,100,150,120,120,680,4.2,336.0,https://img.pokemondb.net/sprites/home/normal/2x/palkia.jpg
Giratina,Ghost,Dragon,4.0,150,100,120,100,120,90,680,4.5,750.0,https://img.pokemondb.net/sprites/home/normal/2x/giratina.jpg
Giratina,Ghost,Dragon,4.0,150,120,100,120,100,90,680,4.5,750.0,https://img.pokemondb.net/sprites/home/normal/2x/giratina.jpg
Shaymin,Grass,None,4.0,100,100,100,100,100,100,600,0.2,2.1,https://img.pokemondb.net/sprites/home/normal/2x/shaymin.jpg
Shaymin,Grass,Flying,4.0,100,103,75,120,75,127,600,0.2,2.1,https://img.pokemondb.net/sprites/home/normal/2x/shaymin.jpg
Samurott,Water,None,5.0,95,100,85,108,70,70,528,1.5,94.6,https://img.pokemondb.net/sprites/home/normal/2x/samurott.jpg
Samurott,Water,Dark,5.0,90,108,80,100,65,85,528,1.5,94.6,https://img.pokemondb.net/sprites/home/normal/2x/samurott.jpg
Audino,Normal,None,5.0,103,60,86,60,86,50,445,1.1,31.0,https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg
Audino,Normal,Fairy,5.0,103,60,126,80,126,50,545,1.1,31.0,https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg
Lilligant,Grass,None,5.0,70,60,75,110,75,90,480,1.1,16.3,https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg
Lilligant,Grass,Fighting,5.0,70,105,75,50,75,105,480,1.1,16.3,https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg
Basculin,Water,None,5.0,70,92,65,80,55,98,460,1.0,18.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg
Basculin,Water,None,5.0,70,92,65,80,55,98,460,1.0,18.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg
Basculin,Water,None,5.0,70,92,65,80,55,98,460,1.0,18.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg
Darumaka,Fire,None,5.0,70,90,45,15,45,50,315,0.6,37.5,https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg
Darumaka,Ice,None,5.0,70,90,45,15,45,50,315,0.6,37.5,https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg
Darmanitan,Fire,None,5.0,105,140,55,30,55,95,480,1.3,92.9,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg
Darmanitan,Fire,Psychic,5.0,105,30,105,140,105,55,540,1.3,92.9,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg
Darmanitan,Ice,None,5.0,105,140,55,30,55,95,480,1.3,92.9,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg
Darmanitan,Ice,Fire,5.0,105,160,55,30,55,135,540,1.3,92.9,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg
Yamask,Ghost,None,5.0,38,30,85,55,65,30,303,0.5,1.5,https://img.pokemondb.net/sprites/home/normal/2x/yamask.jpg
Yamask,Ground,Ghost,5.0,38,55,85,30,65,30,303,0.5,1.5,https://img.pokemondb.net/sprites/home/normal/2x/yamask.jpg
Zorua,Dark,None,5.0,40,65,40,80,40,65,330,0.7,12.5,https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg
Zorua,Normal,Ghost,5.0,35,60,40,85,40,70,330,0.7,12.5,https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg
Zoroark,Dark,None,5.0,60,105,60,120,60,105,510,1.6,81.1,https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg
Zoroark,Normal,Ghost,5.0,55,100,60,125,60,110,510,1.6,81.1,https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg
Stunfisk,Ground,Electric,5.0,109,66,84,81,99,32,471,0.7,11.0,https://img.pokemondb.net/sprites/home/normal/2x/stunfisk.jpg
Stunfisk,Ground,Steel,5.0,109,81,99,66,84,32,471,0.7,11.0,https://img.pokemondb.net/sprites/home/normal/2x/stunfisk.jpg
Braviary,Normal,Flying,5.0,100,123,75,57,75,80,510,1.5,41.0,https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg
Braviary,Psychic,Flying,5.0,110,83,70,112,70,65,510,1.5,41.0,https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg
Tornadus,Flying,None,5.0,79,115,70,125,80,111,580,1.5,63.0,https://img.pokemondb.net/sprites/home/normal/2x/tornadus.jpg
Tornadus,Flying,None,5.0,79,100,80,110,90,121,580,1.5,63.0,https://img.pokemondb.net/sprites/home/normal/2x/tornadus.jpg
Thundurus,Electric,Flying,5.0,79,115,70,125,80,111,580,1.5,61.0,https://img.pokemondb.net/sprites/home/normal/2x/thundurus.jpg
Thundurus,Electric,Flying,5.0,79,105,70,145,80,101,580,1.5,61.0,https://img.pokemondb.net/sprites/home/normal/2x/thundurus.jpg
Landorus,Ground,Flying,5.0,89,125,90,115,80,101,600,1.5,68.0,https://img.pokemondb.net/sprites/home/normal/2x/landorus.jpg
Landorus,Ground,Flying,5.0,89,145,90,105,80,91,600,1.5,68.0,https://img.pokemondb.net/sprites/home/normal/2x/landorus.jpg
Kyurem,Dragon,Ice,5.0,125,130,90,130,90,95,660,3.0,325.0,https://img.pokemondb.net/sprites/home/normal/2x/kyurem.jpg
Kyurem,Dragon,Ice,5.0,125,120,90,170,100,95,700,3.0,325.0,https://img.pokemondb.net/sprites/home/normal/2x/kyurem.jpg
Kyurem,Dragon,Ice,5.0,125,170,100,120,90,95,700,3.0,325.0,https://img.pokemondb.net/sprites/home/normal/2x/kyurem.jpg
Keldeo,Water,Fighting,5.0,91,72,90,129,90,108,580,1.4,48.5,https://img.pokemondb.net/sprites/home/normal/2x/keldeo.jpg
Keldeo,Water,Fighting,5.0,91,72,90,129,90,108,580,1.4,48.5,https://img.pokemondb.net/sprites/home/normal/2x/keldeo.jpg
Meloetta,Normal,Psychic,5.0,100,77,77,128,128,90,600,0.6,6.5,https://img.pokemondb.net/sprites/home/normal/2x/meloetta.jpg
Meloetta,Normal,Fighting,5.0,100,128,90,77,77,128,600,0.6,6.5,https://img.pokemondb.net/sprites/home/normal/2x/meloetta.jpg
Greninja,Water,Dark,6.0,72,95,67,103,71,122,530,1.5,40.0,https://img.pokemondb.net/sprites/home/normal/2x/greninja.jpg
Greninja,Water,Dark,6.0,72,145,67,153,71,132,640,1.5,40.0,https://img.pokemondb.net/sprites/home/normal/2x/greninja.jpg
Meowstic,Psychic,None,6.0,74,48,76,83,81,104,466,0.6,8.5,https://img.pokemondb.net/sprites/home/normal/2x/meowstic.jpg
Meowstic,Psychic,None,6.0,74,48,76,83,81,104,466,0.6,8.5,https://img.pokemondb.net/sprites/home/normal/2x/meowstic.jpg
Aegislash,Steel,Ghost,6.0,60,50,140,50,140,60,500,1.7,53.0,https://img.pokemondb.net/sprites/home/normal/2x/aegislash.jpg
Aegislash,Steel,Ghost,6.0,60,140,50,140,50,60,500,1.7,53.0,https://img.pokemondb.net/sprites/home/normal/2x/aegislash.jpg
Sliggoo,Dragon,None,6.0,68,75,53,83,113,60,452,0.8,17.5,https://img.pokemondb.net/sprites/home/normal/2x/sliggoo.jpg
Sliggoo,Steel,Dragon,6.0,58,75,83,83,113,40,452,0.8,17.5,https://img.pokemondb.net/sprites/home/normal/2x/sliggoo.jpg
Goodra,Dragon,None,6.0,90,100,70,110,150,80,600,2.0,150.5,https://img.pokemondb.net/sprites/home/normal/2x/goodra.jpg
Goodra,Steel,Dragon,6.0,80,100,100,110,150,60,600,2.0,150.5,https://img.pokemondb.net/sprites/home/normal/2x/goodra.jpg
Pumpkaboo,Ghost,Grass,6.0,49,66,70,44,55,51,335,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pumpkaboo.jpg
Pumpkaboo,Ghost,Grass,6.0,44,66,70,44,55,56,335,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pumpkaboo.jpg
Pumpkaboo,Ghost,Grass,6.0,54,66,70,44,55,46,335,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pumpkaboo.jpg
Pumpkaboo,Ghost,Grass,6.0,59,66,70,44,55,41,335,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pumpkaboo.jpg
Gourgeist,Ghost,Grass,6.0,65,90,122,58,75,84,494,0.9,12.5,https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg
Gourgeist,Ghost,Grass,6.0,55,85,122,58,75,99,494,0.9,12.5,https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg
Gourgeist,Ghost,Grass,6.0,75,95,122,58,75,69,494,0.9,12.5,https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg
Gourgeist,Ghost,Grass,6.0,85,100,122,58,75,54,494,0.9,12.5,https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg
Avalugg,Ice,None,6.0,95,117,184,44,46,28,514,2.0,505.0,https://img.pokemondb.net/sprites/home/normal/2x/avalugg.jpg
Avalugg,Ice,Rock,6.0,95,127,184,34,36,38,514,2.0,505.0,https://img.pokemondb.net/sprites/home/normal/2x/avalugg.jpg
Zygarde,Dragon,Ground,6.0,108,100,121,81,95,95,600,5.0,305.0,https://img.pokemondb.net/sprites/home/normal/2x/zygarde.jpg
Zygarde,Dragon,Ground,6.0,54,100,71,61,85,115,486,5.0,305.0,https://img.pokemondb.net/sprites/home/normal/2x/zygarde.jpg
Zygarde,Dragon,Ground,6.0,216,100,121,91,95,85,708,5.0,305.0,https://img.pokemondb.net/sprites/home/normal/2x/zygarde.jpg
Diancie,Rock,Fairy,6.0,50,100,150,100,150,50,600,0.7,8.8,https://img.pokemondb.net/sprites/home/normal/2x/diancie.jpg
Diancie,Rock,Fairy,6.0,50,160,110,160,110,110,700,0.7,8.8,https://img.pokemondb.net/sprites/home/normal/2x/diancie.jpg
Hoopa,Psychic,Ghost,6.0,80,110,60,150,130,70,600,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/hoopa.jpg
Hoopa,Psychic,Dark,6.0,80,160,60,170,130,80,680,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/hoopa.jpg
Decidueye,Grass,Ghost,7.0,78,107,75,100,100,70,530,1.6,36.6,https://img.pokemondb.net/sprites/home/normal/2x/decidueye.jpg
Decidueye,Grass,Fighting,7.0,88,112,80,95,95,60,530,1.6,36.6,https://img.pokemondb.net/sprites/home/normal/2x/decidueye.jpg
Oricorio,Fire,Flying,7.0,75,70,70,98,70,93,476,0.6,3.4,https://img.pokemondb.net/sprites/home/normal/2x/oricorio.jpg
Oricorio,Electric,Flying,7.0,75,70,70,98,70,93,476,0.6,3.4,https://img.pokemondb.net/sprites/home/normal/2x/oricorio.jpg
Oricorio,Psychic,Flying,7.0,75,70,70,98,70,93,476,0.6,3.4,https://img.pokemondb.net/sprites/home/normal/2x/oricorio.jpg
Oricorio,Ghost,Flying,7.0,75,70,70,98,70,93,476,0.6,3.4,https://img.pokemondb.net/sprites/home/normal/2x/oricorio.jpg
Rockruff,Rock,None,7.0,45,65,40,30,40,60,280,0.5,9.2,https://img.pokemondb.net/sprites/home/normal/2x/rockruff.jpg
Rockruff,Rock,None,7.0,45,65,40,30,40,60,280,0.5,9.2,https://img.pokemondb.net/sprites/home/normal/2x/rockruff.jpg
Lycanroc,Rock,None,7.0,75,115,65,55,65,112,487,0.8,25.0,https://img.pokemondb.net/sprites/home/normal/2x/lycanroc.jpg
Lycanroc,Rock,None,7.0,85,115,75,55,75,82,487,0.8,25.0,https://img.pokemondb.net/sprites/home/normal/2x/lycanroc.jpg
Lycanroc,Rock,None,7.0,75,117,65,55,65,110,487,0.8,25.0,https://img.pokemondb.net/sprites/home/normal/2x/lycanroc.jpg
Wishiwashi,Water,None,7.0,45,20,20,25,25,40,175,0.2,0.3,https://img.pokemondb.net/sprites/home/normal/2x/wishiwashi.jpg
Wishiwashi,Water,None,7.0,45,140,130,140,135,30,620,0.2,0.3,https://img.pokemondb.net/sprites/home/normal/2x/wishiwashi.jpg
Minior,Rock,Flying,7.0,60,60,100,60,100,60,440,0.3,40.0,https://img.pokemondb.net/sprites/home/normal/2x/minior.jpg
Minior,Rock,Flying,7.0,60,100,60,100,60,120,500,0.3,40.0,https://img.pokemondb.net/sprites/home/normal/2x/minior.jpg
Necrozma,Psychic,None,7.0,97,107,101,127,89,79,600,2.4,230.0,https://img.pokemondb.net/sprites/home/normal/2x/necrozma.jpg
Necrozma,Psychic,Steel,7.0,97,157,127,113,109,77,680,2.4,230.0,https://img.pokemondb.net/sprites/home/normal/2x/necrozma.jpg
Necrozma,Psychic,Ghost,7.0,97,113,109,157,127,77,680,2.4,230.0,https://img.pokemondb.net/sprites/home/normal/2x/necrozma.jpg
Necrozma,Psychic,Dragon,7.0,97,167,97,167,97,129,754,2.4,230.0,https://img.pokemondb.net/sprites/home/normal/2x/necrozma.jpg
Toxtricity,Electric,Poison,8.0,75,98,70,114,70,75,502,1.6,40.0,https://img.pokemondb.net/sprites/home/normal/2x/toxtricity.jpg
Toxtricity,Electric,Poison,8.0,75,98,70,114,70,75,502,1.6,40.0,https://img.pokemondb.net/sprites/home/normal/2x/toxtricity.jpg
Eiscue,Ice,None,8.0,75,80,110,65,90,50,470,1.4,89.0,https://img.pokemondb.net/sprites/home/normal/2x/eiscue.jpg
Eiscue,Ice,None,8.0,75,80,70,65,50,130,470,1.4,89.0,https://img.pokemondb.net/sprites/home/normal/2x/eiscue.jpg
Indeedee,Psychic,Normal,8.0,60,65,55,105,95,95,475,0.9,28.0,https://img.pokemondb.net/sprites/home/normal/2x/indeedee.jpg
Indeedee,Psychic,Normal,8.0,70,55,65,95,105,85,475,0.9,28.0,https://img.pokemondb.net/sprites/home/normal/2x/indeedee.jpg
Morpeko,Electric,Dark,8.0,58,95,58,70,58,97,436,0.3,3.0,https://img.pokemondb.net/sprites/home/normal/2x/morpeko.jpg
Morpeko,Electric,Dark,8.0,58,95,58,70,58,97,436,0.3,3.0,https://img.pokemondb.net/sprites/home/normal/2x/morpeko.jpg
Zacian,Fairy,None,8.0,92,120,115,80,115,138,660,2.8,110.0,https://img.pokemondb.net/sprites/home/normal/2x/zacian.jpg
Zacian,Fairy,Steel,8.0,92,150,115,80,115,148,700,2.8,110.0,https://img.pokemondb.net/sprites/home/normal/2x/zacian.jpg
Zamazenta,Fighting,None,8.0,92,120,115,80,115,138,660,2.9,210.0,https://img.pokemondb.net/sprites/home/normal/2x/zamazenta.jpg
Zamazenta,Fighting,Steel,8.0,92,120,140,80,140,128,700,2.9,210.0,https://img.pokemondb.net/sprites/home/normal/2x/zamazenta.jpg
Eternatus,Poison,Dragon,8.0,140,85,95,145,95,130,690,20.0,950.0,https://img.pokemondb.net/sprites/home/normal/2x/eternatus.jpg
Eternatus,Poison,Dragon,8.0,255,115,250,125,250,130,1125,20.0,950.0,https://img.pokemondb.net/sprites/home/normal/2x/eternatus.jpg
Urshifu,Fighting,Dark,8.0,100,130,100,63,60,97,550,1.9,105.0,https://img.pokemondb.net/sprites/home/normal/2x/urshifu.jpg
Urshifu,Fighting,Water,8.0,100,130,100,63,60,97,550,1.9,105.0,https://img.pokemondb.net/sprites/home/normal/2x/urshifu.jpg
Calyrex,Psychic,Grass,8.0,100,80,80,80,80,80,500,1.1,7.7,https://img.pokemondb.net/sprites/home/normal/2x/calyrex.jpg
Calyrex,Psychic,Ice,8.0,100,165,150,85,130,50,680,1.1,7.7,https://img.pokemondb.net/sprites/home/normal/2x/calyrex.jpg
Calyrex,Psychic,Ghost,8.0,100,85,80,165,100,150,680,1.1,7.7,https://img.pokemondb.net/sprites/home/normal/2x/calyrex.jpg
Ursaluna,Ground,Normal,8.0,130,140,105,45,80,50,550,2.4,290.0,https://img.pokemondb.net/sprites/home/normal/2x/ursaluna.jpg
Ursaluna,Ground,Normal,8.0,113,70,120,135,65,52,555,2.4,290.0,https://img.pokemondb.net/sprites/home/normal/2x/ursaluna.jpg
Basculegion,Water,Ghost,8.0,120,112,65,80,75,78,530,3.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg
Basculegion,Water,Ghost,8.0,120,92,65,100,75,78,530,3.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg
Enamorus,Fairy,Flying,8.0,74,115,70,135,80,106,580,1.6,48.0,https://img.pokemondb.net/sprites/home/normal/2x/enamorus.jpg
Enamorus,Fairy,Flying,8.0,74,115,110,135,100,46,580,1.6,48.0,https://img.pokemondb.net/sprites/home/normal/2x/enamorus.jpg
Oinkologne,Normal,None,9.0,110,100,75,59,80,65,489,1.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/oinkologne.png
Oinkologne,Normal,None,9.0,115,90,70,59,90,65,489,1.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/oinkologne.png
Maushold,Normal,None,9.0,74,75,70,65,75,111,470,0.3,2.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold.png
Maushold,Normal,None,9.0,74,75,70,65,75,111,470,0.3,2.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold.png
Squawkabilly,Normal,Flying,9.0,82,96,51,45,51,92,417,0.6,2.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png
Squawkabilly,Normal,Flying,9.0,82,96,51,45,51,92,417,0.6,2.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png
Squawkabilly,Normal,Flying,9.0,82,96,51,45,51,92,417,0.6,2.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png
Squawkabilly,Normal,Flying,9.0,82,96,51,45,51,92,417,0.6,2.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png
Palafin,Water,None,9.0,100,70,72,53,62,100,457,1.3,60.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/palafin.png
Palafin,Water,None,9.0,100,160,97,106,87,100,650,1.3,60.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/palafin.png
Tatsugiri,Dragon,Water,9.0,68,50,60,120,95,82,475,0.3,8.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/tatsugiri.png
Tatsugiri,Dragon,Water,9.0,68,50,60,120,95,82,475,0.3,8.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/tatsugiri.png
Tatsugiri,Dragon,Water,9.0,68,50,60,120,95,82,475,0.3,8.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/tatsugiri.png
Dudunsparce,Normal,None,9.0,125,100,80,85,75,55,520,3.6,39.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/dudunsparce.png
Dudunsparce,Normal,None,9.0,125,100,80,85,75,55,520,3.6,39.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/dudunsparce.png
Gimmighoul,Ghost,None,9.0,45,30,70,75,70,10,300,0.3,5.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/gimmighoul.png
Gimmighoul,Ghost,None,9.0,45,30,25,75,45,80,300,0.3,5.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/gimmighoul.png
Ogerpon,Grass,None,9.0,80,120,84,60,96,110,550,1.2,39.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/ogerpon.png
Ogerpon,Grass,Water,9.0,80,120,84,60,96,110,550,1.2,39.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/ogerpon.png
Ogerpon,Grass,Fire,9.0,80,120,84,60,96,110,550,1.2,39.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/ogerpon.png
Ogerpon,Grass,Rock,9.0,80,120,84,60,96,110,550,1.2,39.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/ogerpon.png
Terapagos,Normal,None,9.0,90,65,85,65,85,60,450,0.2,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/terapagos.png
Terapagos,Normal,None,9.0,95,95,110,105,110,85,600,0.2,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/terapagos.png
Terapagos,Normal,None,9.0,160,105,110,130,110,85,700,0.2,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/terapagos.png
