Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,Attack_Defense_Ratio,SpAtk_SpDef_Ratio,Speed_Avg_Ratio,Physical_Total,Special_Total,Offensive_Total,Defensive_Total,Stat_StdDev,Stat_Range,Highest_Stat_Percentage,Top_Two_Stat_Difference,Physical_Bulk,Special_Bulk,Survivability_Index,Offensive_Potential,BMI,Weight_Height_Ratio,Size_Class,Relative_Power,Type_Rarity,Speed_Tier
Cetoddle,Ice,,9.0,108,68,45,30,40,43,334,1.2,45.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetoddle.png,1.511111111111111,0.75,0.7388316151202748,221,70,98,85,28.528348474222383,78,0.32335329341317365,-40.0,4860,4320,57.92936307633777,44.43237635305254,31.25,37.5,Medium,4.353127287323211,0.9782608695652174,Slow
Cranidos,Rock,,4.0,67,125,40,30,30,58,350,0.9,31.5,https://img.pokemondb.net/sprites/home/normal/2x/cranidos.jpg,3.125,1.0,0.9931506849315068,232,60,155,70,35.948110752397916,95,0.35714285714285715,-58.0,2680,2010,43.16038893085957,60.13856862148081,38.888888888888886,35.0,Medium,4.739583333333333,0.967032967032967,Slow
Pinsir,Bug,,1.0,65,125,100,55,70,85,500,1.5,55.0,https://img.pokemondb.net/sprites/home/normal/2x/pinsir.jpg,1.25,0.7857142857142857,1.0240963855421688,290,125,180,170,25.819888974716115,70,0.25,-25.0,6500,4550,76.91371680981176,83.60467110641324,24.444444444444443,36.666666666666664,Medium,7.329344292842502,0.9830508474576272,Fast
Dolliv,Grass,Normal,9.0,52,53,60,78,78,33,354,0.6,11.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/dolliv.png,0.8833333333333333,1.0,0.514018691588785,165,156,131,138,17.227884373886425,45,0.22033898305084745,0.0,3120,4056,62.43331554290175,51.47876712924193,33.05555555555556,19.833333333333336,Small,4.613793591953344,0.9782608695652174,Very Slow
Zekrom,Dragon,Electric,5.0,100,150,120,120,100,90,680,2.9,345.0,https://img.pokemondb.net/sprites/home/normal/2x/zekrom.jpg,1.25,1.2,0.7627118644067796,370,220,270,220,21.602468994692867,60,0.22058823529411764,-30.0,12000,10000,106.26585691826108,117.44602923506588,41.02259215219976,118.96551724137932,Large,9.620203831089114,0.9917355371900827,Fast
Tepig,Fire,,5.0,65,63,45,45,45,45,308,0.5,9.9,https://img.pokemondb.net/sprites/home/normal/2x/tepig.jpg,1.4,1.0,0.8555133079847909,173,90,108,90,9.83192080250175,20,0.21103896103896103,-2.0,2925,2925,50.86817164521249,50.34100239366284,39.6,19.8,Small,4.357386441140363,0.9752066115702479,Slow
Blissey,Normal,,2.0,255,10,10,75,135,55,540,1.5,46.8,https://img.pokemondb.net/sprites/home/normal/2x/blissey.jpg,1.0,0.5555555555555556,0.5670103092783505,275,210,85,145,93.27379053088815,245,0.4722222222222222,-120.0,2550,34425,70.08493092532888,34.552116150055916,20.799999999999997,31.2,Medium,7.982453504792237,0.9024390243902439,Slow
Regirock,Rock,,3.0,80,100,200,50,100,50,580,1.7,230.0,https://img.pokemondb.net/sprites/home/normal/2x/regirock.jpg,0.5,0.5,0.4716981132075472,380,150,150,300,55.37749241945384,150,0.3448275862068966,-100.0,16000,8000,116.96070952851461,62.996052494743644,79.5847750865052,135.29411764705884,Large,8.52596089008766,0.981651376146789,Slow
Espeon,Psychic,,2.0,65,65,60,130,95,110,525,0.9,26.5,https://img.pokemondb.net/sprites/home/normal/2x/espeon.jpg,1.0833333333333333,1.368421052631579,1.3253012048192772,190,225,195,155,28.766299727285052,70,0.24761904761904763,-20.0,3900,6175,71.82286704757236,97.59250479931933,32.716049382716044,29.444444444444443,Medium,7.760718685214675,0.9634146341463414,Very Fast
Relicanth,Water,Rock,3.0,100,90,130,45,65,55,485,1.0,23.4,https://img.pokemondb.net/sprites/home/normal/2x/relicanth.jpg,0.6923076923076923,0.6923076923076923,0.6395348837209303,320,110,135,195,31.84598352487589,85,0.26804123711340205,-30.0,13000,6500,94.54071945982805,60.61860030933284,23.4,23.4,Medium,7.129467296021578,0.9908256880733946,Slow
Kirlia,Psychic,Fairy,3.0,38,35,35,65,55,50,278,0.8,20.2,https://img.pokemondb.net/sprites/home/normal/2x/kirlia.jpg,1.0,1.1818181818181819,1.0964912280701753,108,120,100,90,12.355835328567093,30,0.23381294964028776,-10.0,1330,2090,41.82199799051492,48.4526054171675,31.562499999999993,25.249999999999996,Medium,4.086581254214431,0.981651376146789,Slow
Sliggoo,Dragon,,6.0,68,75,53,83,113,60,452,0.8,17.5,https://img.pokemondb.net/sprites/home/normal/2x/sliggoo.jpg,1.4150943396226414,0.7345132743362832,0.7653061224489796,196,196,158,166,21.285362732795196,60,0.25,-30.0,3604,7684,74.1232424055765,72.01620005840402,27.343749999999996,21.875,Small,6.264726264726265,0.95,Average
Loudred,Normal,,3.0,84,71,43,71,43,48,360,1.0,40.5,https://img.pokemondb.net/sprites/home/normal/2x/loudred.jpg,1.6511627906976745,1.6511627906976745,0.7692307692307693,198,114,142,86,17.549928774784245,41,0.23333333333333334,-13.0,3612,3612,53.75333312663634,62.31404997675354,40.5,40.5,Medium,5.291975724881996,0.8807339449541285,Slow
Duosion,Psychic,,5.0,65,40,50,125,60,30,370,0.6,8.0,https://img.pokemondb.net/sprites/home/normal/2x/duosion.jpg,0.8,2.0833333333333335,0.4411764705882353,155,185,165,110,33.56585566713095,95,0.33783783783783783,-60.0,3250,3900,57.98889997648996,53.13292845913054,22.22222222222222,13.333333333333334,Small,5.234522672798488,0.9338842975206612,Very Slow
Nidorino,Poison,,1.0,61,72,57,55,55,65,365,0.9,19.5,https://img.pokemondb.net/sprites/home/normal/2x/nidorino.jpg,1.263157894736842,1.0,1.0833333333333333,190,110,127,112,6.705718952257592,17,0.19726027397260273,-7.0,3477,3355,57.61326131773841,63.61157971188237,24.074074074074073,21.666666666666668,Small,5.350421333775026,0.9491525423728814,Average
Frillish,Water,Ghost,5.0,55,40,50,65,85,40,335,1.2,33.0,https://img.pokemondb.net/sprites/home/normal/2x/frillish.jpg,0.8,0.7647058823529411,0.6779661016949152,145,150,105,135,17.151287609583914,45,0.2537313432835821,-20.0,2750,4675,61.60044835789923,47.02669375441514,22.916666666666668,27.5,Medium,4.739365122668901,0.9834710743801653,Slow
Nuzleaf,Grass,Dark,3.0,70,70,40,60,40,60,340,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/nuzleaf.jpg,1.75,1.5,1.0714285714285714,180,100,130,80,13.662601021279464,30,0.20588235294117646,0.0,2800,2800,48.20284528350459,63.163595976563776,28.0,28.0,Medium,4.997977073499663,0.981651376146789,Average
Dragalge,Poison,Dragon,6.0,65,75,90,97,123,44,494,1.8,81.5,https://img.pokemondb.net/sprites/home/normal/2x/dragalge.jpg,0.8333333333333334,0.7886178861788617,0.4888888888888889,230,220,172,213,27.390996087522385,79,0.24898785425101214,-26.0,5850,7995,89.60941851990637,68.40616202479745,25.15432098765432,45.27777777777778,Medium,6.846846846846848,0.9833333333333333,Slow
Lilligant,Grass,,5.0,70,60,75,110,75,90,480,1.1,16.3,https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg,0.8,1.4666666666666666,1.1538461538461537,205,185,170,150,17.60681686165901,50,0.22916666666666666,-20.0,5250,5250,73.29486044391187,84.0611799196616,13.471074380165287,14.818181818181818,Medium,6.7907321160629035,0.9421487603305785,Fast
Foongus,Grass,Poison,5.0,69,55,45,55,55,15,294,0.2,1.0,https://img.pokemondb.net/sprites/home/normal/2x/foongus.jpg,1.2222222222222223,1.0,0.2688172043010753,169,110,110,100,18.33030277982336,54,0.23469387755102042,-14.0,3105,3795,55.480636049670466,35.66746244864153,24.999999999999996,5.0,Small,4.159323421088528,0.9917355371900827,Very Slow
Diancie,Rock,Fairy,6.0,50,100,150,100,150,50,600,0.7,8.8,https://img.pokemondb.net/sprites/home/normal/2x/diancie.jpg,0.6666666666666666,0.6666666666666666,0.45454545454545453,300,250,200,300,44.721359549995796,100,0.25,0.0,7500,7500,104.00419115259518,79.37005259840996,17.95918367346939,12.571428571428573,Small,8.316008316008316,0.9666666666666667,Slow
Pyukumuku,Water,,7.0,55,60,130,30,130,5,410,0.3,1.2,https://img.pokemondb.net/sprites/home/normal/2x/pyukumuku.jpg,0.46153846153846156,0.23076923076923078,0.06172839506172839,245,160,90,260,51.63977794943222,125,0.3170731707317073,0.0,7150,7150,97.59250479931933,20.800838230519037,13.333333333333334,4.0,Small,5.48782888261925,0.9558823529411765,Very Slow
Snom,Ice,Bug,8.0,30,25,35,45,30,20,185,0.3,3.8,https://img.pokemondb.net/sprites/home/normal/2x/snom.jpg,0.7142857142857143,1.5,0.6060606060606061,90,75,70,65,8.612007121842542,25,0.24324324324324326,-10.0,1050,900,31.581797988281888,28.23108086643085,42.22222222222222,12.666666666666666,Small,2.5181632828877465,0.9873417721518988,Very Slow
Espathra,Psychic,,9.0,95,60,60,101,60,105,481,1.9,90.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/espathra.png,1.0,1.6833333333333333,1.3962765957446808,215,161,161,120,22.319647547993824,45,0.2182952182952183,-4.0,5700,5700,69.93190657180867,86.01099552938706,24.930747922437675,47.36842105263158,Medium,6.2690246263546845,0.9891304347826086,Very Fast
Comfey,Fairy,,7.0,51,52,90,82,110,100,485,0.1,0.3,https://img.pokemondb.net/sprites/home/normal/2x/comfey.jpg,0.5777777777777777,0.7454545454545455,1.2987012987012987,193,192,134,200,24.596070146807328,59,0.2268041237113402,-10.0,4590,5610,79.62848571826542,75.26719510804635,29.999999999999993,2.9999999999999996,Small,6.491700019683747,0.9852941176470589,Very Fast
Braviary,Normal,Flying,5.0,100,123,75,57,75,80,510,1.5,41.0,https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg,1.64,0.76,0.9302325581395349,298,132,180,150,23.143033509028154,66,0.2411764705882353,-23.0,7500,7500,82.54818122236564,82.46885877003191,18.22222222222222,27.333333333333332,Medium,7.215152873316835,0.9669421487603306,Fast
Cobalion,Steel,Fighting,5.0,91,90,129,90,72,108,580,2.1,250.0,https://img.pokemondb.net/sprites/home/normal/2x/cobalion.jpg,0.6976744186046512,1.25,1.1440677966101693,310,162,180,201,19.510680835549195,57,0.22241379310344828,-21.0,11739,6552,94.54847601066565,95.63927122643497,56.68934240362812,119.04761904761904,Large,8.205467973576008,0.9917355371900827,Very Fast
Cinderace,Fire,,8.0,80,116,75,65,75,119,530,1.4,33.0,https://img.pokemondb.net/sprites/home/normal/2x/cinderace.jpg,1.5466666666666666,0.8666666666666667,1.4476885644768855,271,140,181,150,23.131508093219228,54,0.22452830188679246,-3.0,6000,6000,76.63094323935529,96.4508595681051,16.836734693877553,23.571428571428573,Medium,7.214197513137868,0.9620253164556962,Very Fast
Helioptile,Electric,Normal,6.0,44,38,33,61,43,70,289,0.5,6.0,https://img.pokemondb.net/sprites/home/normal/2x/helioptile.jpg,1.1515151515151516,1.4186046511627908,1.5981735159817352,115,104,99,76,14.274686219551961,37,0.2422145328719723,-9.0,1452,1892,39.67147585062203,54.542765860736026,24.0,12.0,Small,4.005544005544006,0.9666666666666667,Average
Regieleki,Electric,,8.0,80,100,50,100,50,200,580,1.2,145.0,https://img.pokemondb.net/sprites/home/normal/2x/regieleki.jpg,2.0,2.0,2.6315789473684212,230,150,200,100,55.37749241945384,150,0.3448275862068966,-100.0,4000,4000,58.48035476425731,125.99210498948729,100.69444444444444,120.83333333333334,Large,7.89478218418861,0.9493670886075949,Very Fast
Pancham,Fighting,,6.0,67,82,62,46,48,43,348,0.6,8.0,https://img.pokemondb.net/sprites/home/normal/2x/pancham.jpg,1.3225806451612903,0.9583333333333334,0.7049180327868853,211,94,128,110,15.11290838985005,39,0.23563218390804597,-15.0,4154,3216,58.421034519577965,54.535593840388785,22.22222222222222,13.333333333333334,Small,4.8232848232848236,0.9833333333333333,Slow
Cyclizar,Dragon,Normal,9.0,70,95,65,85,65,121,501,1.6,63.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cyclizar.png,1.4615384615384615,1.3076923076923077,1.5921052631578947,230,150,180,130,21.94310825749169,56,0.24151696606786427,-26.0,4550,4550,66.6256692377749,99.22991829766185,24.609374999999996,39.375,Medium,6.529690930984818,0.9891304347826086,Very Fast
Pidgeot,Normal,Flying,1.0,83,80,75,70,70,101,479,1.5,39.5,https://img.pokemondb.net/sprites/home/normal/2x/pidgeot.jpg,1.0666666666666667,1.0,1.335978835978836,238,140,150,145,11.617515511789371,31,0.21085594989561587,-18.0,6225,5810,75.81336940427369,82.69954756264728,17.555555555555557,26.333333333333332,Medium,7.0215118325431165,0.9491525423728814,Very Fast
Huntail,Water,,3.0,55,104,105,94,75,52,485,1.7,27.0,https://img.pokemondb.net/sprites/home/normal/2x/huntail.jpg,0.9904761904761905,1.2533333333333334,0.6004618937644343,264,169,198,180,23.777440288362975,53,0.21649484536082475,-1.0,5775,4125,75.66082700139965,79.80954695527305,9.34256055363322,15.882352941176471,Medium,7.129467296021578,0.926605504587156,Slow
Shiinotic,Grass,Fairy,7.0,60,45,80,90,100,30,405,1.0,11.5,https://img.pokemondb.net/sprites/home/normal/2x/shiinotic.jpg,0.5625,0.9,0.4,185,190,135,180,27.15695122800054,70,0.24691358024691357,-10.0,4800,6000,78.29735282337725,49.52890873341939,11.5,11.5,Medium,5.420904140148283,0.9558823529411765,Very Slow
Burmy,Bug,,4.0,40,29,45,29,45,36,224,0.2,3.4,https://img.pokemondb.net/sprites/home/normal/2x/burmy.jpg,0.6444444444444445,0.6444444444444445,0.9574468085106382,114,74,58,90,7.284687135812125,16,0.20089285714285715,0.0,1800,1800,43.267487109222245,31.167322789559027,84.99999999999999,17.0,Small,3.033333333333333,0.967032967032967,Very Slow
Porygon,Normal,,1.0,65,60,70,85,75,40,395,0.8,36.5,https://img.pokemondb.net/sprites/home/normal/2x/porygon.jpg,0.8571428571428571,1.1333333333333333,0.5633802816901409,195,160,145,145,15.302505241517373,45,0.21518987341772153,-10.0,4550,4875,69.88074934318423,58.86765316883335,57.031249999999986,45.625,Medium,5.790181991345577,0.9152542372881356,Slow
Tandemaus,Normal,,9.0,50,50,45,40,45,75,305,0.3,1.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/tandemaus.png,1.1111111111111112,0.8888888888888888,1.6304347826086956,145,85,90,90,12.416387021459451,35,0.2459016393442623,-25.0,2250,2250,46.60848758930787,53.13292845913054,20.0,6.0,Small,3.9751611456095195,0.9565217391304348,Average
Chewtle,Water,,8.0,50,64,50,38,38,44,284,0.3,8.5,https://img.pokemondb.net/sprites/home/normal/2x/chewtle.jpg,1.28,1.0,0.9166666666666666,164,76,102,88,9.77070451229934,26,0.22535211267605634,-14.0,2500,1900,45.629026353869655,47.47577712319953,94.44444444444444,28.333333333333336,Small,3.865720931568216,0.9367088607594937,Slow
Pecharunt,Poison,Ghost,9.0,88,88,160,88,88,88,600,0.3,0.3,https://img.pokemondb.net/sprites/scarlet-violet/normal/pecharunt.png,0.55,1.0,0.859375,336,176,176,248,29.393876913398138,72,0.26666666666666666,-72.0,14080,7744,107.40597511338504,87.99999999999997,3.3333333333333335,1.0,Small,7.819989138903973,0.9891304347826086,Fast
Rowlet,Grass,Flying,7.0,68,55,55,50,50,42,320,0.3,1.5,https://img.pokemondb.net/sprites/home/normal/2x/rowlet.jpg,1.0,1.0,0.7553956834532374,178,100,105,105,8.6178110136314,26,0.2125,-13.0,3740,3400,57.18479064871315,48.699816866889584,16.666666666666668,5.0,Small,4.283183518141854,0.9705882352941176,Slow
Pawmi,Electric,,9.0,45,50,20,40,25,60,240,0.3,2.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmi.png,2.5,1.6,1.6666666666666667,115,65,90,45,15.165750888103101,40,0.25,-10.0,900,1125,28.23108086643085,49.32424148660939,27.77777777777778,8.333333333333334,Small,3.1279956555615893,0.967391304347826,Average
Crabominable,Fighting,Ice,7.0,97,132,77,62,67,43,478,1.7,180.0,https://img.pokemondb.net/sprites/home/normal/2x/crabominable.jpg,1.7142857142857142,0.9253731343283582,0.4942528735632184,306,129,194,144,31.187604375242845,89,0.27615062761506276,-35.0,7469,6499,79.39242864438353,70.60108230223476,62.28373702422146,105.88235294117648,Large,6.398005380224394,0.9852941176470589,Slow
Lucario,Fighting,Steel,4.0,70,110,70,115,70,90,525,1.2,54.0,https://img.pokemondb.net/sprites/home/normal/2x/lucario.jpg,1.5714285714285714,1.6428571428571428,1.0344827586206897,250,185,225,140,20.91650066335189,45,0.21904761904761905,-5.0,4900,4900,69.99999999999999,104.41855485595104,37.5,45.0,Medium,7.109374999999999,0.989010989010989,Fast
Zigzagoon,Normal,,3.0,38,30,41,30,41,60,240,0.4,17.5,https://img.pokemondb.net/sprites/home/normal/2x/zigzagoon.jpg,0.7317073170731707,0.7317073170731707,1.6666666666666667,109,71,60,82,11.009087155618309,30,0.25,-19.0,1558,1558,39.97456716603447,37.797631496846186,109.37499999999999,43.75,Small,3.5279838165879975,0.8807339449541285,Average
Eldegoss,Grass,,8.0,60,50,90,80,120,60,460,0.5,2.5,https://img.pokemondb.net/sprites/home/normal/2x/eldegoss.jpg,0.5555555555555556,0.6666666666666666,0.75,200,200,130,210,25.819888974716115,70,0.2608695652173913,-30.0,5400,7200,86.53497421844448,62.14465011907716,10.0,5.0,Small,6.261378973666829,0.9367088607594937,Average
Tranquill,Normal,Flying,5.0,62,77,62,50,42,65,358,0.6,15.0,https://img.pokemondb.net/sprites/home/normal/2x/tranquill.jpg,1.2419354838709677,1.1904761904761905,1.1092150170648465,201,92,127,104,12.209286083414815,35,0.21508379888268156,-12.0,3844,2604,54.45163062471089,63.017044183233224,41.66666666666667,25.0,Small,5.0647543698969155,0.9669421487603306,Average
Ninjask,Bug,Flying,3.0,61,90,45,50,50,160,456,0.8,12.0,https://img.pokemondb.net/sprites/home/normal/2x/ninjask.jpg,2.0,1.0,2.7027027027027026,196,100,140,95,44.24929377967517,115,0.3508771929824561,-70.0,2745,3050,51.58270557971291,89.62809493114327,18.749999999999996,15.0,Small,6.7031692515171954,0.9724770642201834,Very Fast
Mareanie,Poison,Water,7.0,50,53,62,43,52,45,305,0.4,8.0,https://img.pokemondb.net/sprites/home/normal/2x/mareanie.jpg,0.8548387096774194,0.8269230769230769,0.8653846153846154,165,95,96,114,6.735478206235,19,0.20327868852459016,-9.0,3100,2600,54.423735317254824,46.80787726269163,49.99999999999999,20.0,Small,4.082409290728954,0.9705882352941176,Slow
Bisharp,Dark,Steel,5.0,65,125,100,60,70,70,490,1.6,70.0,https://img.pokemondb.net/sprites/home/normal/2x/bisharp.jpg,1.25,0.8571428571428571,0.8333333333333334,290,130,185,170,25.429641497014202,65,0.25510204081632654,-25.0,6500,4550,76.91371680981176,80.67143230122717,27.343749999999996,43.75,Medium,6.932205701814214,0.9834710743801653,Average
Dustox,Bug,Poison,3.0,60,50,70,50,90,65,385,1.2,31.6,https://img.pokemondb.net/sprites/home/normal/2x/dustox.jpg,0.7142857142857143,0.5555555555555556,1.015625,180,140,100,160,14.972196454317137,40,0.23376623376623376,-20.0,4200,5400,72.30426792525688,54.56964415305528,21.944444444444446,26.333333333333336,Medium,5.659474039109913,0.9908256880733946,Average
Kabuto,Rock,Water,1.0,30,80,90,55,45,55,355,0.5,11.5,https://img.pokemondb.net/sprites/home/normal/2x/kabuto.jpg,0.8888888888888888,1.2222222222222223,0.9166666666666666,200,100,135,135,22.229859798628212,60,0.2535211267605634,-10.0,2700,1350,49.52890873341939,62.3167968436975,46.0,23.0,Small,5.203834447918176,0.9745762711864406,Slow
Venusaur,Grass,Poison,1.0,80,82,83,100,100,80,525,2.0,100.0,https://img.pokemondb.net/sprites/home/normal/2x/venusaur.jpg,0.9879518072289156,1.0,0.898876404494382,245,200,182,183,9.751922887307918,20,0.19047619047619047,0.0,6640,8000,87.24141342909672,86.88962971537222,25.0,50.0,Medium,7.695811507484627,0.9322033898305084,Fast
Morgrem,Dark,Fairy,8.0,65,60,45,75,55,70,370,0.8,12.5,https://img.pokemondb.net/sprites/home/normal/2x/morgrem.jpg,1.3333333333333333,1.3636363636363635,1.1666666666666667,170,130,135,100,10.801234497346433,30,0.20270270270270271,-5.0,2925,3575,54.38713561871312,68.04092115953365,19.531249999999996,15.625,Small,5.036326565775493,0.9620253164556962,Average
Meditite,Fighting,Psychic,3.0,30,40,55,40,55,60,280,0.6,11.2,https://img.pokemondb.net/sprites/home/normal/2x/meditite.jpg,0.7272727272727273,0.7272727272727273,1.3636363636363635,125,95,80,110,11.690451944500122,30,0.21428571428571427,-5.0,1650,1650,44.938186735378395,45.788569702133266,31.11111111111111,18.666666666666668,Small,4.115981119352663,0.981651376146789,Average
Vullaby,Dark,Flying,5.0,70,55,75,45,65,60,370,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/vullaby.jpg,0.7333333333333333,0.6923076923076923,0.967741935483871,200,110,100,140,10.801234497346433,30,0.20270270270270271,-5.0,5250,4550,69.88074934318423,52.95522502989093,36.0,18.0,Small,5.234522672798488,0.9834710743801653,Average
Heliolisk,Electric,Normal,6.0,62,55,52,109,94,109,481,1.0,21.0,https://img.pokemondb.net/sprites/home/normal/2x/heliolisk.jpg,1.0576923076923077,1.1595744680851063,1.46505376344086,169,203,164,146,26.87315885166213,57,0.22661122661122662,0.0,3224,5828,67.16983718146527,86.77711920001238,21.0,21.0,Medium,6.666666666666668,0.9666666666666667,Very Fast
Shroodle,Poison,Normal,9.0,40,65,35,40,35,75,290,0.2,0.7,https://img.pokemondb.net/sprites/scarlet-violet/normal/shroodle.png,1.8571428571428572,1.1428571428571428,1.744186046511628,140,75,105,70,17.224014243685083,40,0.25862068965517243,-10.0,1400,1400,36.59305710022971,57.98889997648996,17.499999999999996,3.4999999999999996,Small,3.77966141713692,0.9782608695652174,Average
Toxicroak,Poison,Fighting,4.0,83,106,65,86,65,85,490,1.3,44.4,https://img.pokemondb.net/sprites/home/normal/2x/toxicroak.jpg,1.6307692307692307,1.323076923076923,1.0493827160493827,254,151,192,130,15.357951252255837,41,0.2163265306122449,-20.0,5395,5395,70.51826229105005,91.84899614231507,26.272189349112423,34.15384615384615,Medium,6.635416666666666,0.989010989010989,Fast
Iron Valiant,Fairy,Fighting,9.0,74,130,90,120,60,116,590,1.4,35.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-valiant.png,1.4444444444444444,2.0,1.2236286919831223,294,180,250,150,27.983328370061102,70,0.22033898305084745,-10.0,6660,4440,73.6560615715289,121.85991266227661,17.85714285714286,25.0,Medium,7.689655986588907,0.9891304347826086,Very Fast
Prinplup,Water,,4.0,64,66,68,81,76,50,405,0.8,23.0,https://img.pokemondb.net/sprites/home/normal/2x/prinplup.jpg,0.9705882352941176,1.0657894736842106,0.704225352112676,198,157,147,144,10.72846680565308,31,0.2,-5.0,4352,4864,69.15668377398323,64.41687507056822,35.93749999999999,28.75,Medium,5.484374999999999,0.9230769230769231,Slow
Alakazam,Psychic,,1.0,55,50,45,135,95,120,500,1.5,48.0,https://img.pokemondb.net/sprites/home/normal/2x/alakazam.jpg,1.1111111111111112,1.4210526315789473,1.5789473684210527,150,230,185,140,38.81580434135903,90,0.27,-15.0,2475,5225,61.72099748799062,93.21697517861574,21.333333333333332,32.0,Medium,7.329344292842502,0.9576271186440678,Very Fast
Cryogonal,Ice,,5.0,80,50,50,95,135,105,515,1.1,148.0,https://img.pokemondb.net/sprites/home/normal/2x/cryogonal.jpg,1.0,0.7037037037037037,1.2804878048780488,180,230,145,185,33.07819019636151,85,0.2621359223300971,-30.0,4000,10800,81.43252849784717,79.30385569313847,122.31404958677685,134.54545454545453,Large,7.285889666192491,0.9586776859504132,Very Fast
Cetitan,Ice,,9.0,170,113,65,45,55,73,521,4.5,700.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetitan.png,1.7384615384615385,0.8181818181818182,0.8147321428571429,348,100,158,120,46.974106342395345,125,0.32629558541266795,-57.0,11050,9350,84.70485873475563,71.86839384778246,34.5679012345679,155.55555555555554,Large,6.79035723561495,0.9782608695652174,Average
Munchlax,Normal,,4.0,135,85,40,40,85,5,390,0.6,105.0,https://img.pokemondb.net/sprites/home/normal/2x/munchlax.jpg,2.125,0.47058823529411764,0.06493506493506493,260,125,125,125,45.93473631142341,130,0.34615384615384615,-50.0,5400,11475,77.13844771974705,25.71281590658235,291.6666666666667,175.0,Large,5.281249999999999,0.9120879120879121,Very Slow
Hawlucha,Fighting,Flying,6.0,78,92,75,74,63,118,500,0.8,21.5,https://img.pokemondb.net/sprites/home/normal/2x/hawlucha.jpg,1.2266666666666666,1.1746031746031746,1.544502617801047,245,137,166,138,19.366637980472156,55,0.236,-26.0,5850,4914,71.69664030755305,92.96094247688904,33.59374999999999,26.875,Medium,6.930006930006931,0.9833333333333333,Very Fast
Mothim,Bug,Flying,4.0,70,94,50,94,50,66,424,0.9,23.3,https://img.pokemondb.net/sprites/home/normal/2x/mothim.jpg,1.88,1.88,0.9217877094972068,214,144,188,100,19.82590897453801,44,0.22169811320754718,0.0,3500,3500,55.934447104069825,83.54745291799155,28.76543209876543,25.88888888888889,Medium,5.741666666666666,0.9560439560439561,Average
Misdreavus,Ghost,,2.0,60,60,60,85,85,85,435,0.7,1.0,https://img.pokemondb.net/sprites/home/normal/2x/misdreavus.jpg,1.0,1.0,1.2142857142857142,180,170,145,145,13.693063937629153,25,0.19540229885057472,0.0,3600,5100,67.38664100805332,75.68265643913756,2.0408163265306127,1.4285714285714286,Small,6.430309767749302,0.9878048780487805,Fast
Spoink,Psychic,,3.0,60,25,35,70,80,60,330,0.7,30.6,https://img.pokemondb.net/sprites/home/normal/2x/spoink.jpg,0.7142857142857143,0.875,1.1111111111111112,120,150,95,115,20.97617696340303,55,0.24242424242424243,-10.0,2100,4800,55.178483527622404,47.176939803165325,62.448979591836746,43.71428571428572,Medium,4.850977747808496,0.9541284403669725,Average
Slaking,Normal,,3.0,150,160,100,95,65,100,670,2.0,130.5,https://img.pokemondb.net/sprites/home/normal/2x/slaking.jpg,1.6,1.4615384615384615,0.8771929824561403,410,160,255,165,36.14784456460256,95,0.23880597014925373,-10.0,15000,9750,99.15962413403871,114.97794157889659,32.625,65.25,Large,9.84895482130816,0.8807339449541285,Very Fast
Avalugg,Ice,,6.0,95,117,184,44,46,28,514,2.0,505.0,https://img.pokemondb.net/sprites/home/normal/2x/avalugg.jpg,0.6358695652173914,0.9565217391304348,0.28806584362139914,396,90,161,230,58.94630324852159,156,0.35797665369649806,-67.0,17480,4370,92.9893231663265,52.43229367283621,126.25,252.5,Large,7.124047124047125,0.9666666666666667,Very Slow
Yveltal,Dark,Flying,6.0,126,131,95,131,98,99,680,5.8,203.0,https://img.pokemondb.net/sprites/home/normal/2x/yveltal.jpg,1.3789473684210527,1.336734693877551,0.8519793459552496,352,229,262,193,17.67106863397533,36,0.19264705882352942,0.0,11970,12348,105.46460782086127,119.32348489479068,6.0344827586206895,35.0,Large,9.424809424809427,0.9833333333333333,Fast
Hitmonlee,Fighting,,1.0,50,120,53,35,110,87,455,1.5,49.8,https://img.pokemondb.net/sprites/home/normal/2x/hitmonlee.jpg,2.2641509433962264,0.3181818181818182,1.1820652173913044,223,145,155,163,34.925158076473565,85,0.26373626373626374,-10.0,2650,5500,66.30498579711681,71.49179164739434,22.133333333333333,33.199999999999996,Medium,6.669703306486676,0.9576271186440678,Fast
