Number,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Image URL,Height,Weight
0142,Aerodactyl,Rock Flying,615,80,135,85,70,95,150,1.0,https://img.pokemondb.net/sprites/home/normal/2x/aerodactyl.jpg,1.8,59.0
0143,Snorlax,Normal,540,160,110,65,65,110,30,1.0,https://img.pokemondb.net/sprites/home/normal/2x/snorlax.jpg,2.1,460.0
0144,Articuno,Ice Flying,580,90,85,100,95,125,85,1.0,https://img.pokemondb.net/sprites/home/normal/2x/articuno.jpg,1.7,55.4
0144,Articuno,Psychic Flying,580,90,85,85,125,100,95,1.0,https://img.pokemondb.net/sprites/home/normal/2x/articuno.jpg,1.7,55.4
0145,Zapdos,Electric Flying,580,90,90,85,125,90,100,1.0,https://img.pokemondb.net/sprites/home/normal/2x/zapdos.jpg,1.6,52.6
0145,Zapdos,Fighting Flying,580,90,125,90,85,90,100,1.0,https://img.pokemondb.net/sprites/home/normal/2x/zapdos.jpg,1.6,52.6
0146,Moltres,Fire Flying,580,90,100,90,125,85,90,1.0,https://img.pokemondb.net/sprites/home/normal/2x/moltres.jpg,2.0,60.0
0146,Moltres,Dark Flying,580,90,85,90,100,125,90,1.0,https://img.pokemondb.net/sprites/home/normal/2x/moltres.jpg,2.0,60.0
0147,Dratini,Dragon,300,41,64,45,50,50,50,1.0,https://img.pokemondb.net/sprites/home/normal/2x/dratini.jpg,1.8,3.3
0148,Dragonair,Dragon,420,61,84,65,70,70,70,1.0,https://img.pokemondb.net/sprites/home/normal/2x/dragonair.jpg,4.0,16.5
0149,Dragonite,Dragon Flying,600,91,134,95,100,100,80,1.0,https://img.pokemondb.net/sprites/home/normal/2x/dragonite.jpg,2.2,210.0
0150,Mewtwo,Psychic,680,106,110,90,154,90,130,1.0,https://img.pokemondb.net/sprites/home/normal/2x/mewtwo.jpg,2.0,122.0
0150,Mewtwo,Psychic Fighting,780,106,190,100,154,100,130,1.0,https://img.pokemondb.net/sprites/home/normal/2x/mewtwo.jpg,2.0,122.0
0150,Mewtwo,Psychic,780,106,150,70,194,120,140,1.0,https://img.pokemondb.net/sprites/home/normal/2x/mewtwo.jpg,2.0,122.0
0151,Mew,Psychic,600,100,100,100,100,100,100,1.0,https://img.pokemondb.net/sprites/home/normal/2x/mew.jpg,0.4,4.0
0152,Chikorita,Grass,318,45,49,65,49,65,45,2.0,https://img.pokemondb.net/sprites/home/normal/2x/chikorita.jpg,0.9,6.4
0153,Bayleef,Grass,405,60,62,80,63,80,60,2.0,https://img.pokemondb.net/sprites/home/normal/2x/bayleef.jpg,1.2,15.8
0154,Meganium,Grass,525,80,82,100,83,100,80,2.0,https://img.pokemondb.net/sprites/home/normal/2x/meganium.jpg,1.8,100.5
0155,Cyndaquil,Fire,309,39,52,43,60,50,65,2.0,https://img.pokemondb.net/sprites/home/normal/2x/cyndaquil.jpg,0.5,7.9
0156,Quilava,Fire,405,58,64,58,80,65,80,2.0,https://img.pokemondb.net/sprites/home/normal/2x/quilava.jpg,0.9,19.0
0157,Typhlosion,Fire,534,78,84,78,109,85,100,2.0,https://img.pokemondb.net/sprites/home/normal/2x/typhlosion.jpg,1.7,79.5
0157,Typhlosion,Fire Ghost,534,73,84,78,119,85,95,2.0,https://img.pokemondb.net/sprites/home/normal/2x/typhlosion.jpg,1.7,79.5
0158,Totodile,Water,314,50,65,64,44,48,43,2.0,https://img.pokemondb.net/sprites/home/normal/2x/totodile.jpg,0.6,9.5
0159,Croconaw,Water,405,65,80,80,59,63,58,2.0,https://img.pokemondb.net/sprites/home/normal/2x/croconaw.jpg,1.1,25.0
0160,Feraligatr,Water,530,85,105,100,79,83,78,2.0,https://img.pokemondb.net/sprites/home/normal/2x/feraligatr.jpg,2.3,88.8
0161,Sentret,Normal,215,35,46,34,35,45,20,2.0,https://img.pokemondb.net/sprites/home/normal/2x/sentret.jpg,0.8,6.0
0162,Furret,Normal,415,85,76,64,45,55,90,2.0,https://img.pokemondb.net/sprites/home/normal/2x/furret.jpg,1.8,32.5
0163,Hoothoot,Normal Flying,262,60,30,30,36,56,50,2.0,https://img.pokemondb.net/sprites/home/normal/2x/hoothoot.jpg,0.7,21.2
0164,Noctowl,Normal Flying,452,100,50,50,86,96,70,2.0,https://img.pokemondb.net/sprites/home/normal/2x/noctowl.jpg,1.6,40.8
0165,Ledyba,Bug Flying,265,40,20,30,40,80,55,2.0,https://img.pokemondb.net/sprites/home/normal/2x/ledyba.jpg,1.0,10.8
0166,Ledian,Bug Flying,390,55,35,50,55,110,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/ledian.jpg,1.4,35.6
0167,Spinarak,Bug Poison,250,40,60,40,40,40,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/spinarak.jpg,0.5,8.5
0168,Ariados,Bug Poison,400,70,90,70,60,70,40,2.0,https://img.pokemondb.net/sprites/home/normal/2x/ariados.jpg,1.1,33.5
0169,Crobat,Poison Flying,535,85,90,80,70,80,130,2.0,https://img.pokemondb.net/sprites/home/normal/2x/crobat.jpg,1.8,75.0
0170,Chinchou,Water Electric,330,75,38,38,56,56,67,2.0,https://img.pokemondb.net/sprites/home/normal/2x/chinchou.jpg,0.5,12.0
0171,Lanturn,Water Electric,460,125,58,58,76,76,67,2.0,https://img.pokemondb.net/sprites/home/normal/2x/lanturn.jpg,1.2,22.5
0172,Pichu,Electric,205,20,40,15,35,35,60,2.0,https://img.pokemondb.net/sprites/home/normal/2x/pichu.jpg,0.3,2.0
0173,Cleffa,Fairy,218,50,25,28,45,55,15,2.0,https://img.pokemondb.net/sprites/home/normal/2x/cleffa.jpg,0.3,3.0
0174,Igglybuff,Normal Fairy,210,90,30,15,40,20,15,2.0,https://img.pokemondb.net/sprites/home/normal/2x/igglybuff.jpg,0.3,1.0
0175,Togepi,Fairy,245,35,20,65,40,65,20,2.0,https://img.pokemondb.net/sprites/home/normal/2x/togepi.jpg,0.3,1.5
0176,Togetic,Fairy Flying,405,55,40,85,80,105,40,2.0,https://img.pokemondb.net/sprites/home/normal/2x/togetic.jpg,0.6,3.2
0177,Natu,Psychic Flying,320,40,50,45,70,45,70,2.0,https://img.pokemondb.net/sprites/home/normal/2x/natu.jpg,0.2,2.0
0178,Xatu,Psychic Flying,470,65,75,70,95,70,95,2.0,https://img.pokemondb.net/sprites/home/normal/2x/xatu.jpg,1.5,15.0
0179,Mareep,Electric,280,55,40,40,65,45,35,2.0,https://img.pokemondb.net/sprites/home/normal/2x/mareep.jpg,0.6,7.8
0180,Flaaffy,Electric,365,70,55,55,80,60,45,2.0,https://img.pokemondb.net/sprites/home/normal/2x/flaaffy.jpg,0.8,13.3
0181,Ampharos,Electric,510,90,75,85,115,90,55,2.0,https://img.pokemondb.net/sprites/home/normal/2x/ampharos.jpg,1.4,61.5
0181,Ampharos,Electric Dragon,610,90,95,105,165,110,45,2.0,https://img.pokemondb.net/sprites/home/normal/2x/ampharos.jpg,1.4,61.5
0182,Bellossom,Grass,490,75,80,95,90,100,50,2.0,https://img.pokemondb.net/sprites/home/normal/2x/bellossom.jpg,0.4,5.8
0183,Marill,Water Fairy,250,70,20,50,20,50,40,2.0,https://img.pokemondb.net/sprites/home/normal/2x/marill.jpg,0.4,8.5
0184,Azumarill,Water Fairy,420,100,50,80,60,80,50,2.0,https://img.pokemondb.net/sprites/home/normal/2x/azumarill.jpg,0.8,28.5
0185,Sudowoodo,Rock,410,70,100,115,30,65,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/sudowoodo.jpg,1.2,38.0
0186,Politoed,Water,500,90,75,75,90,100,70,2.0,https://img.pokemondb.net/sprites/home/normal/2x/politoed.jpg,1.1,33.9
0187,Hoppip,Grass Flying,250,35,35,40,35,55,50,2.0,https://img.pokemondb.net/sprites/home/normal/2x/hoppip.jpg,0.4,0.5
0188,Skiploom,Grass Flying,340,55,45,50,45,65,80,2.0,https://img.pokemondb.net/sprites/home/normal/2x/skiploom.jpg,0.6,1.0
0189,Jumpluff,Grass Flying,460,75,55,70,55,95,110,2.0,https://img.pokemondb.net/sprites/home/normal/2x/jumpluff.jpg,0.8,3.0
0190,Aipom,Normal,360,55,70,55,40,55,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/aipom.jpg,0.8,11.5
0191,Sunkern,Grass,180,30,30,30,30,30,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/sunkern.jpg,0.3,1.8
0192,Sunflora,Grass,425,75,75,55,105,85,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/sunflora.jpg,0.8,8.5
0193,Yanma,Bug Flying,390,65,65,45,75,45,95,2.0,https://img.pokemondb.net/sprites/home/normal/2x/yanma.jpg,1.2,38.0
0194,Wooper,Water Ground,210,55,45,45,25,25,15,2.0,https://img.pokemondb.net/sprites/home/normal/2x/wooper.jpg,0.4,8.5
0194,Wooper,Poison Ground,210,55,45,45,25,25,15,2.0,https://img.pokemondb.net/sprites/home/normal/2x/wooper.jpg,0.4,8.5
0195,Quagsire,Water Ground,430,95,85,85,65,65,35,2.0,https://img.pokemondb.net/sprites/home/normal/2x/quagsire.jpg,1.4,75.0
0196,Espeon,Psychic,525,65,65,60,130,95,110,2.0,https://img.pokemondb.net/sprites/home/normal/2x/espeon.jpg,0.9,26.5
0197,Umbreon,Dark,525,95,65,110,60,130,65,2.0,https://img.pokemondb.net/sprites/home/normal/2x/umbreon.jpg,1.0,27.0
0198,Murkrow,Dark Flying,405,60,85,42,85,42,91,2.0,https://img.pokemondb.net/sprites/home/normal/2x/murkrow.jpg,0.5,2.1
0199,Slowking,Water Psychic,490,95,75,80,100,110,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg,2.0,79.5
0199,Slowking,Poison Psychic,490,95,65,80,110,110,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg,2.0,79.5
0200,Misdreavus,Ghost,435,60,60,60,85,85,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/misdreavus.jpg,0.7,1.0
0201,Unown,Psychic,336,48,72,48,72,48,48,2.0,https://img.pokemondb.net/sprites/home/normal/2x/unown.jpg,0.5,5.0
0202,Wobbuffet,Psychic,405,190,33,58,33,58,33,2.0,https://img.pokemondb.net/sprites/home/normal/2x/wobbuffet.jpg,1.3,28.5
0203,Girafarig,Normal Psychic,455,70,80,65,90,65,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/girafarig.jpg,1.5,41.5
0204,Pineco,Bug,290,50,65,90,35,35,15,2.0,https://img.pokemondb.net/sprites/home/normal/2x/pineco.jpg,0.6,7.2
0205,Forretress,Bug Steel,465,75,90,140,60,60,40,2.0,https://img.pokemondb.net/sprites/home/normal/2x/forretress.jpg,1.2,125.8
0206,Dunsparce,Normal,415,100,70,70,65,65,45,2.0,https://img.pokemondb.net/sprites/home/normal/2x/dunsparce.jpg,1.5,14.0
0207,Gligar,Ground Flying,430,65,75,105,35,65,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/gligar.jpg,1.1,64.8
0208,Steelix,Steel Ground,510,75,85,200,55,65,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/steelix.jpg,9.2,400.0
0208,Steelix,Steel Ground,610,75,125,230,55,95,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/steelix.jpg,9.2,400.0
0209,Snubbull,Fairy,300,60,80,50,40,40,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/snubbull.jpg,0.6,7.8
0210,Granbull,Fairy,450,90,120,75,60,60,45,2.0,https://img.pokemondb.net/sprites/home/normal/2x/granbull.jpg,1.4,48.7
0211,Qwilfish,Water Poison,440,65,95,85,55,55,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/qwilfish.jpg,0.5,3.9
0211,Qwilfish,Dark Poison,440,65,95,85,55,55,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/qwilfish.jpg,0.5,3.9
0212,Scizor,Bug Steel,500,70,130,100,55,80,65,2.0,https://img.pokemondb.net/sprites/home/normal/2x/scizor.jpg,1.8,118.0
0212,Scizor,Bug Steel,600,70,150,140,65,100,75,2.0,https://img.pokemondb.net/sprites/home/normal/2x/scizor.jpg,1.8,118.0
0213,Shuckle,Bug Rock,505,20,10,230,10,230,5,2.0,https://img.pokemondb.net/sprites/home/normal/2x/shuckle.jpg,0.6,20.5
0214,Heracross,Bug Fighting,500,80,125,75,40,95,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/heracross.jpg,1.5,54.0
0214,Heracross,Bug Fighting,600,80,185,115,40,105,75,2.0,https://img.pokemondb.net/sprites/home/normal/2x/heracross.jpg,1.5,54.0
0215,Sneasel,Dark Ice,430,55,95,55,35,75,115,2.0,https://img.pokemondb.net/sprites/home/normal/2x/sneasel.jpg,0.9,28.0
0215,Sneasel,Fighting Poison,430,55,95,55,35,75,115,2.0,https://img.pokemondb.net/sprites/home/normal/2x/sneasel.jpg,0.9,28.0
0216,Teddiursa,Normal,330,60,80,50,50,50,40,2.0,https://img.pokemondb.net/sprites/home/normal/2x/teddiursa.jpg,0.6,8.8
0217,Ursaring,Normal,500,90,130,75,75,75,55,2.0,https://img.pokemondb.net/sprites/home/normal/2x/ursaring.jpg,1.8,125.8
0218,Slugma,Fire,250,40,40,40,70,40,20,2.0,https://img.pokemondb.net/sprites/home/normal/2x/slugma.jpg,0.7,35.0
0219,Magcargo,Fire Rock,430,60,50,120,90,80,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/magcargo.jpg,0.8,55.0
0220,Swinub,Ice Ground,250,50,50,40,30,30,50,2.0,https://img.pokemondb.net/sprites/home/normal/2x/swinub.jpg,0.4,6.5
0221,Piloswine,Ice Ground,450,100,100,80,60,60,50,2.0,https://img.pokemondb.net/sprites/home/normal/2x/piloswine.jpg,1.1,55.8
0222,Corsola,Water Rock,410,65,55,95,65,95,35,2.0,https://img.pokemondb.net/sprites/home/normal/2x/corsola.jpg,0.6,5.0
0222,Corsola,Ghost,410,60,55,100,65,100,30,2.0,https://img.pokemondb.net/sprites/home/normal/2x/corsola.jpg,0.6,5.0
0223,Remoraid,Water,300,35,65,35,65,35,65,2.0,https://img.pokemondb.net/sprites/home/normal/2x/remoraid.jpg,0.6,12.0
0224,Octillery,Water,480,75,105,75,105,75,45,2.0,https://img.pokemondb.net/sprites/home/normal/2x/octillery.jpg,0.9,28.5
0225,Delibird,Ice Flying,330,45,55,45,65,45,75,2.0,https://img.pokemondb.net/sprites/home/normal/2x/delibird.jpg,0.9,16.0
0226,Mantine,Water Flying,485,85,40,70,80,140,70,2.0,https://img.pokemondb.net/sprites/home/normal/2x/mantine.jpg,2.1,220.0
0227,Skarmory,Steel Flying,465,65,80,140,40,70,70,2.0,https://img.pokemondb.net/sprites/home/normal/2x/skarmory.jpg,1.7,50.5
0228,Houndour,Dark Fire,330,45,60,30,80,50,65,2.0,https://img.pokemondb.net/sprites/home/normal/2x/houndour.jpg,0.6,10.8
0229,Houndoom,Dark Fire,500,75,90,50,110,80,95,2.0,https://img.pokemondb.net/sprites/home/normal/2x/houndoom.jpg,1.4,35.0
0229,Houndoom,Dark Fire,600,75,90,90,140,90,115,2.0,https://img.pokemondb.net/sprites/home/normal/2x/houndoom.jpg,1.4,35.0
0230,Kingdra,Water Dragon,540,75,95,95,95,95,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/kingdra.jpg,1.8,152.0
0231,Phanpy,Ground,330,90,60,60,40,40,40,2.0,https://img.pokemondb.net/sprites/home/normal/2x/phanpy.jpg,0.5,33.5
0232,Donphan,Ground,500,90,120,120,60,60,50,2.0,https://img.pokemondb.net/sprites/home/normal/2x/donphan.jpg,1.1,120.0
0233,Porygon2,Normal,515,85,80,90,105,95,60,2.0,https://img.pokemondb.net/sprites/home/normal/2x/porygon2.jpg,0.6,32.5
0234,Stantler,Normal,465,73,95,62,85,65,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/stantler.jpg,1.4,71.2
0235,Smeargle,Normal,250,55,20,35,20,45,75,2.0,https://img.pokemondb.net/sprites/home/normal/2x/smeargle.jpg,1.2,58.0
0236,Tyrogue,Fighting,210,35,35,35,35,35,35,2.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrogue.jpg,0.7,21.0
0237,Hitmontop,Fighting,455,50,95,95,35,110,70,2.0,https://img.pokemondb.net/sprites/home/normal/2x/hitmontop.jpg,1.4,48.0
0238,Smoochum,Ice Psychic,305,45,30,15,85,65,65,2.0,https://img.pokemondb.net/sprites/home/normal/2x/smoochum.jpg,0.4,6.0
0239,Elekid,Electric,360,45,63,37,65,55,95,2.0,https://img.pokemondb.net/sprites/home/normal/2x/elekid.jpg,0.6,23.5
0240,Magby,Fire,365,45,75,37,70,55,83,2.0,https://img.pokemondb.net/sprites/home/normal/2x/magby.jpg,0.7,21.4
0241,Miltank,Normal,490,95,80,105,40,70,100,2.0,https://img.pokemondb.net/sprites/home/normal/2x/miltank.jpg,1.2,75.5
0242,Blissey,Normal,540,255,10,10,75,135,55,2.0,https://img.pokemondb.net/sprites/home/normal/2x/blissey.jpg,1.5,46.8
0243,Raikou,Electric,580,90,85,75,115,100,115,2.0,https://img.pokemondb.net/sprites/home/normal/2x/raikou.jpg,1.9,178.0
0244,Entei,Fire,580,115,115,85,90,75,100,2.0,https://img.pokemondb.net/sprites/home/normal/2x/entei.jpg,2.1,198.0
0245,Suicune,Water,580,100,75,115,90,115,85,2.0,https://img.pokemondb.net/sprites/home/normal/2x/suicune.jpg,2.0,187.0
0246,Larvitar,Rock Ground,300,50,64,50,45,50,41,2.0,https://img.pokemondb.net/sprites/home/normal/2x/larvitar.jpg,0.6,72.0
0247,Pupitar,Rock Ground,410,70,84,70,65,70,51,2.0,https://img.pokemondb.net/sprites/home/normal/2x/pupitar.jpg,1.2,152.0
0248,Tyranitar,Rock Dark,600,100,134,110,95,100,61,2.0,https://img.pokemondb.net/sprites/home/normal/2x/tyranitar.jpg,2.0,202.0
0248,Tyranitar,Rock Dark,700,100,164,150,95,120,71,2.0,https://img.pokemondb.net/sprites/home/normal/2x/tyranitar.jpg,2.0,202.0
0249,Lugia,Psychic Flying,680,106,90,130,90,154,110,2.0,https://img.pokemondb.net/sprites/home/normal/2x/lugia.jpg,5.2,216.0
0250,Ho-oh,Fire Flying,680,106,130,90,110,154,90,2.0,https://img.pokemondb.net/sprites/home/normal/2x/ho-oh.jpg,3.8,199.0
0251,Celebi,Psychic Grass,600,100,100,100,100,100,100,2.0,https://img.pokemondb.net/sprites/home/normal/2x/celebi.jpg,0.6,5.0
0252,Treecko,Grass,310,40,45,35,65,55,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/treecko.jpg,0.5,5.0
0253,Grovyle,Grass,405,50,65,45,85,65,95,3.0,https://img.pokemondb.net/sprites/home/normal/2x/grovyle.jpg,0.9,21.6
0254,Sceptile,Grass,530,70,85,65,105,85,120,3.0,https://img.pokemondb.net/sprites/home/normal/2x/sceptile.jpg,1.7,52.2
0254,Sceptile,Grass Dragon,630,70,110,75,145,85,145,3.0,https://img.pokemondb.net/sprites/home/normal/2x/sceptile.jpg,1.7,52.2
0255,Torchic,Fire,310,45,60,40,70,50,45,3.0,https://img.pokemondb.net/sprites/home/normal/2x/torchic.jpg,0.4,2.5
0256,Combusken,Fire Fighting,405,60,85,60,85,60,55,3.0,https://img.pokemondb.net/sprites/home/normal/2x/combusken.jpg,0.9,19.5
0257,Blaziken,Fire Fighting,530,80,120,70,110,70,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/blaziken.jpg,1.9,52.0
0257,Blaziken,Fire Fighting,630,80,160,80,130,80,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/blaziken.jpg,1.9,52.0
0258,Mudkip,Water,310,50,70,50,50,50,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/mudkip.jpg,0.4,7.6
0259,Marshtomp,Water Ground,405,70,85,70,60,70,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/marshtomp.jpg,0.7,28.0
0260,Swampert,Water Ground,535,100,110,90,85,90,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/swampert.jpg,1.5,81.9
0260,Swampert,Water Ground,635,100,150,110,95,110,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/swampert.jpg,1.5,81.9
0261,Poochyena,Dark,220,35,55,35,30,30,35,3.0,https://img.pokemondb.net/sprites/home/normal/2x/poochyena.jpg,0.5,13.6
0262,Mightyena,Dark,420,70,90,70,60,60,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/mightyena.jpg,1.0,37.0
0263,Zigzagoon,Normal,240,38,30,41,30,41,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/zigzagoon.jpg,0.4,17.5
0263,Zigzagoon,Dark Normal,240,38,30,41,30,41,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/zigzagoon.jpg,0.4,17.5
0264,Linoone,Normal,420,78,70,61,50,61,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/linoone.jpg,0.5,32.5
0264,Linoone,Dark Normal,420,78,70,61,50,61,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/linoone.jpg,0.5,32.5
0265,Wurmple,Bug,195,45,45,35,20,30,20,3.0,https://img.pokemondb.net/sprites/home/normal/2x/wurmple.jpg,0.3,3.6
0266,Silcoon,Bug,205,50,35,55,25,25,15,3.0,https://img.pokemondb.net/sprites/home/normal/2x/silcoon.jpg,0.6,10.0
0267,Beautifly,Bug Flying,395,60,70,50,100,50,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/beautifly.jpg,1.0,28.4
0268,Cascoon,Bug,205,50,35,55,25,25,15,3.0,https://img.pokemondb.net/sprites/home/normal/2x/cascoon.jpg,0.7,11.5
0269,Dustox,Bug Poison,385,60,50,70,50,90,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/dustox.jpg,1.2,31.6
0270,Lotad,Water Grass,220,40,30,30,40,50,30,3.0,https://img.pokemondb.net/sprites/home/normal/2x/lotad.jpg,0.5,2.6
0271,Lombre,Water Grass,340,60,50,50,60,70,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/lombre.jpg,1.2,32.5
0272,Ludicolo,Water Grass,480,80,70,70,90,100,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/ludicolo.jpg,1.5,55.0
0273,Seedot,Grass,220,40,40,50,30,30,30,3.0,https://img.pokemondb.net/sprites/home/normal/2x/seedot.jpg,0.5,4.0
0274,Nuzleaf,Grass Dark,340,70,70,40,60,40,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/nuzleaf.jpg,1.0,28.0
0275,Shiftry,Grass Dark,480,90,100,60,90,60,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/shiftry.jpg,1.3,59.6
0276,Taillow,Normal Flying,270,40,55,30,30,30,85,3.0,https://img.pokemondb.net/sprites/home/normal/2x/taillow.jpg,0.3,2.3
0277,Swellow,Normal Flying,455,60,85,60,75,50,125,3.0,https://img.pokemondb.net/sprites/home/normal/2x/swellow.jpg,0.7,19.8
0278,Wingull,Water Flying,270,40,30,30,55,30,85,3.0,https://img.pokemondb.net/sprites/home/normal/2x/wingull.jpg,0.6,9.5
0279,Pelipper,Water Flying,440,60,50,100,95,70,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/pelipper.jpg,1.2,28.0
0280,Ralts,Psychic Fairy,198,28,25,25,45,35,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/ralts.jpg,0.4,6.6
0281,Kirlia,Psychic Fairy,278,38,35,35,65,55,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/kirlia.jpg,0.8,20.2
0282,Gardevoir,Psychic Fairy,518,68,65,65,125,115,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/gardevoir.jpg,1.6,48.4
0282,Gardevoir,Psychic Fairy,618,68,85,65,165,135,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/gardevoir.jpg,1.6,48.4
0283,Surskit,Bug Water,269,40,30,32,50,52,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/surskit.jpg,0.5,1.7
0284,Masquerain,Bug Flying,454,70,60,62,100,82,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/masquerain.jpg,0.8,3.6
0285,Shroomish,Grass,295,60,40,60,40,60,35,3.0,https://img.pokemondb.net/sprites/home/normal/2x/shroomish.jpg,0.4,4.5
0286,Breloom,Grass Fighting,460,60,130,80,60,60,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/breloom.jpg,1.2,39.2
0287,Slakoth,Normal,280,60,60,60,35,35,30,3.0,https://img.pokemondb.net/sprites/home/normal/2x/slakoth.jpg,0.8,24.0
0288,Vigoroth,Normal,440,80,80,80,55,55,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/vigoroth.jpg,1.4,46.5
0289,Slaking,Normal,670,150,160,100,95,65,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/slaking.jpg,2.0,130.5
0290,Nincada,Bug Ground,266,31,45,90,30,30,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/nincada.jpg,0.5,5.5
0291,Ninjask,Bug Flying,456,61,90,45,50,50,160,3.0,https://img.pokemondb.net/sprites/home/normal/2x/ninjask.jpg,0.8,12.0
0292,Shedinja,Bug Ghost,236,1,90,45,30,30,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/shedinja.jpg,0.8,1.2
0293,Whismur,Normal,240,64,51,23,51,23,28,3.0,https://img.pokemondb.net/sprites/home/normal/2x/whismur.jpg,0.6,16.3
0294,Loudred,Normal,360,84,71,43,71,43,48,3.0,https://img.pokemondb.net/sprites/home/normal/2x/loudred.jpg,1.0,40.5
0295,Exploud,Normal,490,104,91,63,91,73,68,3.0,https://img.pokemondb.net/sprites/home/normal/2x/exploud.jpg,1.5,84.0
0296,Makuhita,Fighting,237,72,60,30,20,30,25,3.0,https://img.pokemondb.net/sprites/home/normal/2x/makuhita.jpg,1.0,86.4
0297,Hariyama,Fighting,474,144,120,60,40,60,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/hariyama.jpg,2.3,253.8
0298,Azurill,Normal Fairy,190,50,20,40,20,40,20,3.0,https://img.pokemondb.net/sprites/home/normal/2x/azurill.jpg,0.2,2.0
0299,Nosepass,Rock,375,30,45,135,45,90,30,3.0,https://img.pokemondb.net/sprites/home/normal/2x/nosepass.jpg,1.0,97.0
0300,Skitty,Normal,260,50,45,45,35,35,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/skitty.jpg,0.6,11.0
0301,Delcatty,Normal,400,70,65,65,55,55,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/delcatty.jpg,1.1,32.6
0302,Sableye,Dark Ghost,380,50,75,75,65,65,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/sableye.jpg,0.5,11.0
0302,Sableye,Dark Ghost,480,50,85,125,85,115,20,3.0,https://img.pokemondb.net/sprites/home/normal/2x/sableye.jpg,0.5,11.0
0303,Mawile,Steel Fairy,380,50,85,85,55,55,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/mawile.jpg,0.6,11.5
0303,Mawile,Steel Fairy,480,50,105,125,55,95,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/mawile.jpg,0.6,11.5
0304,Aron,Steel Rock,330,50,70,100,40,40,30,3.0,https://img.pokemondb.net/sprites/home/normal/2x/aron.jpg,0.4,60.0
0305,Lairon,Steel Rock,430,60,90,140,50,50,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/lairon.jpg,0.9,120.0
0306,Aggron,Steel Rock,530,70,110,180,60,60,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/aggron.jpg,2.1,360.0
