Name,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,Stat_Total,Physical_Ratio,Special_Ratio,Offensive_Ratio,Defensive_Ratio,Speed_Ratio,BMI,Is_Single_Type,Primary_Bug,Primary_Dark,Primary_Dragon,Primary_Electric,Primary_Fairy,Primary_Fighting,Primary_Fire,Primary_Flying,Primary_Ghost,Primary_Grass,Primary_Ground,Primary_Ice,Primary_Normal,Primary_Poison,Primary_Psychic,Primary_Rock,Primary_Steel,Primary_Water,Secondary_Bug,Secondary_Dark,Secondary_Dragon,Secondary_Electric,Secondary_Fairy,Secondary_Fighting,Secondary_Fire,Secondary_Flying,Secondary_Ghost,Secondary_Grass,Secondary_Ground,Secondary_Ice,Secondary_Normal,Secondary_Poison,Secondary_Psychic,Secondary_Rock,Secondary_Steel,Secondary_Water,Is_Early_Gen,Highest_Stat,Stat_Spread
Shiinotic,7.0,60,45,80,90,100,30,405,1.0,11.5,https://img.pokemondb.net/sprites/home/normal/2x/shiinotic.jpg,405,0.30864197530864196,0.4691358024691358,0.3333333333333333,0.4444444444444444,0.07407407407407407,11.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,27.15695122800054
Spiritomb,4.0,50,92,108,92,108,35,485,1.0,108.0,https://img.pokemondb.net/sprites/home/normal/2x/spiritomb.jpg,485,0.41237113402061853,0.41237113402061853,0.37938144329896906,0.44536082474226807,0.07216494845360824,108.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,30.909006238743213
Overqwil,8.0,85,115,95,65,65,85,510,2.5,60.5,https://img.pokemondb.net/sprites/home/normal/2x/overqwil.jpg,510,0.4117647058823529,0.2549019607843137,0.35294117647058826,0.3137254901960784,0.16666666666666666,9.68,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,Attack,18.973665961010276
Dartrix,7.0,78,75,75,70,70,52,420,0.7,16.0,https://img.pokemondb.net/sprites/home/normal/2x/dartrix.jpg,420,0.35714285714285715,0.3333333333333333,0.34523809523809523,0.34523809523809523,0.12380952380952381,32.653061224489804,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,HP,9.359487165438072
Yamper,8.0,59,45,50,40,50,26,270,0.3,13.5,https://img.pokemondb.net/sprites/home/normal/2x/yamper.jpg,270,0.35185185185185186,0.3333333333333333,0.3148148148148148,0.37037037037037035,0.0962962962962963,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,HP,11.242775458044157
Basculegion,8.0,120,112,65,80,75,78,530,3.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg,530,0.3339622641509434,0.29245283018867924,0.3622641509433962,0.2641509433962264,0.1471698113207547,12.222222222222221,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,HP,22.187083329420897
Houndstone,9.0,72,101,100,50,97,68,488,2.0,15.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/houndstone.png,488,0.41188524590163933,0.3012295081967213,0.3094262295081967,0.4036885245901639,0.13934426229508196,3.75,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,21.106081272151556
Exeggcute,1.0,60,40,80,60,45,40,325,0.4,2.5,https://img.pokemondb.net/sprites/home/normal/2x/exeggcute.jpg,325,0.36923076923076925,0.3230769230769231,0.3076923076923077,0.38461538461538464,0.12307692307692308,15.624999999999996,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,Defense,15.625833311112295
Aggron,3.0,70,110,180,60,60,50,530,2.1,360.0,https://img.pokemondb.net/sprites/home/normal/2x/aggron.jpg,530,0.5471698113207547,0.22641509433962265,0.32075471698113206,0.4528301886792453,0.09433962264150944,81.63265306122449,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,Defense,49.56477243634502
Leavanny,5.0,75,103,80,70,80,92,500,1.2,20.5,https://img.pokemondb.net/sprites/home/normal/2x/leavanny.jpg,500,0.366,0.3,0.346,0.32,0.184,14.236111111111112,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,Attack,12.094075684675811
Bronzong,4.0,67,89,116,79,116,33,500,1.3,187.0,https://img.pokemondb.net/sprites/home/normal/2x/bronzong.jpg,500,0.41,0.39,0.336,0.464,0.066,110.65088757396448,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Defense,31.576362467305614
Delibird,2.0,45,55,45,65,45,75,330,0.9,16.0,https://img.pokemondb.net/sprites/home/normal/2x/delibird.jpg,330,0.30303030303030304,0.3333333333333333,0.36363636363636365,0.2727272727272727,0.22727272727272727,19.753086419753085,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,Speed,12.649110640673518
Snivy,5.0,45,45,55,45,55,63,308,0.6,8.1,https://img.pokemondb.net/sprites/home/normal/2x/snivy.jpg,308,0.3246753246753247,0.3246753246753247,0.2922077922077922,0.35714285714285715,0.20454545454545456,22.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,7.5277265270908105
Lairon,3.0,60,90,140,50,50,40,430,0.9,120.0,https://img.pokemondb.net/sprites/home/normal/2x/lairon.jpg,430,0.5348837209302325,0.23255813953488372,0.32558139534883723,0.4418604651162791,0.09302325581395349,148.14814814814815,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,Defense,37.638632635454044
Sawsbuck,5.0,80,100,70,60,70,95,475,1.9,92.5,https://img.pokemondb.net/sprites/home/normal/2x/sawsbuck.jpg,475,0.35789473684210527,0.2736842105263158,0.3368421052631579,0.29473684210526313,0.2,25.623268698060944,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,Attack,15.625833311112295
Muk,1.0,105,105,75,65,100,50,500,1.2,30.0,https://img.pokemondb.net/sprites/home/normal/2x/muk.jpg,500,0.36,0.33,0.34,0.35,0.1,20.833333333333336,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,HP,23.380903889000244
Lurantis,7.0,70,105,90,80,90,45,480,0.9,18.5,https://img.pokemondb.net/sprites/home/normal/2x/lurantis.jpg,480,0.40625,0.3541666666666667,0.3854166666666667,0.375,0.09375,22.839506172839506,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,20.73644135332772
Diancie,6.0,50,100,150,100,150,50,600,0.7,8.8,https://img.pokemondb.net/sprites/home/normal/2x/diancie.jpg,600,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.5,0.08333333333333333,17.95918367346939,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,44.721359549995796
Beheeyem,5.0,75,75,75,125,95,40,485,1.0,34.5,https://img.pokemondb.net/sprites/home/normal/2x/beheeyem.jpg,485,0.30927835051546393,0.4536082474226804,0.41237113402061853,0.35051546391752575,0.08247422680412371,34.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,28.002976032319612
Stakataka,7.0,61,131,211,53,101,13,570,5.5,820.0,https://img.pokemondb.net/sprites/home/normal/2x/stakataka.jpg,570,0.6,0.27017543859649124,0.32280701754385965,0.5473684210526316,0.02280701754385965,27.107438016528924,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Defense,69.90278964390477
Clodsire,9.0,130,75,60,45,100,20,430,1.8,223.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/clodsire.png,430,0.313953488372093,0.3372093023255814,0.27906976744186046,0.37209302325581395,0.046511627906976744,68.82716049382715,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,HP,39.327683210007
Lillipup,5.0,45,60,45,25,45,55,275,0.4,4.1,https://img.pokemondb.net/sprites/home/normal/2x/lillipup.jpg,275,0.38181818181818183,0.2545454545454545,0.3090909090909091,0.32727272727272727,0.2,25.624999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,12.006942436218585
Toedscool,9.0,40,40,35,50,100,70,335,0.9,33.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscool.png,335,0.22388059701492538,0.44776119402985076,0.26865671641791045,0.40298507462686567,0.208955223880597,40.74074074074074,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,Sp. Def,24.983327774070986
Noibat,6.0,40,30,35,45,40,55,245,0.5,8.0,https://img.pokemondb.net/sprites/home/normal/2x/noibat.jpg,245,0.2653061224489796,0.3469387755102041,0.30612244897959184,0.30612244897959184,0.22448979591836735,32.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,8.612007121842542
Mudbray,7.0,70,100,70,45,55,45,385,1.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/mudbray.jpg,385,0.44155844155844154,0.2597402597402597,0.37662337662337664,0.3246753246753247,0.11688311688311688,110.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,20.83666640004266
Nickit,8.0,40,28,28,47,52,50,245,0.6,8.9,https://img.pokemondb.net/sprites/home/normal/2x/nickit.jpg,245,0.22857142857142856,0.40408163265306124,0.30612244897959184,0.32653061224489793,0.20408163265306123,24.722222222222225,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,10.740887610745522
Sableye,3.0,50,75,75,65,65,50,380,0.5,11.0,https://img.pokemondb.net/sprites/home/normal/2x/sableye.jpg,380,0.39473684210526316,0.34210526315789475,0.3684210526315789,0.3684210526315789,0.13157894736842105,44.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,Attack,11.254628677422755
Sneasel,2.0,55,95,55,35,75,115,430,0.9,28.0,https://img.pokemondb.net/sprites/home/normal/2x/sneasel.jpg,430,0.3488372093023256,0.2558139534883721,0.3023255813953488,0.3023255813953488,0.26744186046511625,34.5679012345679,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,Speed,29.43920288775949
Heatran,4.0,91,90,106,130,106,77,600,1.7,430.0,https://img.pokemondb.net/sprites/home/normal/2x/heatran.jpg,600,0.32666666666666666,0.3933333333333333,0.36666666666666664,0.35333333333333333,0.12833333333333333,148.78892733564015,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Sp. Atk,18.3412104289766
Cosmoem,7.0,43,29,131,29,131,37,400,0.1,999.9,https://img.pokemondb.net/sprites/home/normal/2x/cosmoem.jpg,400,0.4,0.4,0.145,0.655,0.0925,99989.99999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,50.110544465877304
Starmie,1.0,60,75,85,100,85,115,520,1.1,80.0,https://img.pokemondb.net/sprites/home/normal/2x/starmie.jpg,520,0.3076923076923077,0.3557692307692308,0.33653846153846156,0.3269230769230769,0.22115384615384615,66.11570247933884,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,Speed,19.148542155126762
Masquerain,3.0,70,60,62,100,82,80,454,0.8,3.6,https://img.pokemondb.net/sprites/home/normal/2x/masquerain.jpg,454,0.2687224669603524,0.4008810572687225,0.3524229074889868,0.31718061674008813,0.1762114537444934,5.624999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,Sp. Atk,14.935416521365138
Inkay,6.0,53,54,53,37,46,45,288,0.4,3.5,https://img.pokemondb.net/sprites/home/normal/2x/inkay.jpg,288,0.3715277777777778,0.2881944444444444,0.3159722222222222,0.34375,0.15625,21.874999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Attack,6.6332495807108
Cetoddle,9.0,108,68,45,30,40,43,334,1.2,45.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetoddle.png,334,0.3383233532934132,0.20958083832335328,0.2934131736526946,0.25449101796407186,0.12874251497005987,31.25,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,HP,28.528348474222383
Aipom,2.0,55,70,55,40,55,85,360,0.8,11.5,https://img.pokemondb.net/sprites/home/normal/2x/aipom.jpg,360,0.3472222222222222,0.2638888888888889,0.3055555555555556,0.3055555555555556,0.2361111111111111,17.968749999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Speed,15.491933384829668
Cranidos,4.0,67,125,40,30,30,58,350,0.9,31.5,https://img.pokemondb.net/sprites/home/normal/2x/cranidos.jpg,350,0.4714285714285714,0.17142857142857143,0.44285714285714284,0.2,0.1657142857142857,38.888888888888886,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,35.948110752397916
Tentacool,1.0,40,40,35,50,100,70,335,0.9,45.5,https://img.pokemondb.net/sprites/home/normal/2x/tentacool.jpg,335,0.22388059701492538,0.44776119402985076,0.26865671641791045,0.40298507462686567,0.208955223880597,56.172839506172835,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,Sp. Def,24.983327774070986
Shelmet,5.0,50,40,85,40,65,25,305,0.4,7.7,https://img.pokemondb.net/sprites/home/normal/2x/shelmet.jpg,305,0.4098360655737705,0.3442622950819672,0.26229508196721313,0.4918032786885246,0.08196721311475409,48.12499999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,21.31118642090737
Taillow,3.0,40,55,30,30,30,85,270,0.3,2.3,https://img.pokemondb.net/sprites/home/normal/2x/taillow.jpg,270,0.3148148148148148,0.2222222222222222,0.3148148148148148,0.2222222222222222,0.3148148148148148,25.555555555555554,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,Speed,21.908902300206645
Dialga,4.0,100,120,120,150,100,90,680,5.4,683.0,https://img.pokemondb.net/sprites/home/normal/2x/dialga.jpg,680,0.35294117647058826,0.36764705882352944,0.39705882352941174,0.3235294117647059,0.1323529411764706,23.422496570644714,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,21.602468994692867
Vivillon,6.0,80,52,50,90,50,89,411,1.2,17.0,https://img.pokemondb.net/sprites/home/normal/2x/vivillon.jpg,411,0.24817518248175183,0.340632603406326,0.34549878345498786,0.24330900243309003,0.21654501216545013,11.805555555555555,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,19.856988694160048
Monferno,4.0,64,78,52,78,52,81,405,0.9,22.0,https://img.pokemondb.net/sprites/home/normal/2x/monferno.jpg,405,0.32098765432098764,0.32098765432098764,0.3851851851851852,0.25679012345679014,0.2,27.160493827160494,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,13.382824813917276
Goomy,6.0,45,50,35,55,75,40,300,0.3,2.8,https://img.pokemondb.net/sprites/home/normal/2x/goomy.jpg,300,0.2833333333333333,0.43333333333333335,0.35,0.36666666666666664,0.13333333333333333,31.11111111111111,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,14.142135623730951
Silvally,7.0,95,95,95,95,95,95,570,2.3,100.5,https://img.pokemondb.net/sprites/home/normal/2x/silvally.jpg,570,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,18.99810964083176,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,HP,0.0
Gholdengo,9.0,87,60,95,133,91,84,550,1.2,30.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/gholdengo.png,550,0.2818181818181818,0.4072727272727273,0.3509090909090909,0.3381818181818182,0.15272727272727274,20.833333333333336,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,Sp. Atk,23.678400846904058
Sliggoo,6.0,68,75,53,83,113,60,452,0.8,17.5,https://img.pokemondb.net/sprites/home/normal/2x/sliggoo.jpg,452,0.2831858407079646,0.4336283185840708,0.3495575221238938,0.3672566371681416,0.13274336283185842,27.343749999999996,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,21.285362732795196
Eternatus,8.0,140,85,95,145,95,130,690,20.0,950.0,https://img.pokemondb.net/sprites/home/normal/2x/eternatus.jpg,690,0.2608695652173913,0.34782608695652173,0.3333333333333333,0.2753623188405797,0.18840579710144928,2.375,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,26.267851073127396
Scolipede,5.0,60,100,89,55,69,112,485,2.5,200.5,https://img.pokemondb.net/sprites/home/normal/2x/scolipede.jpg,485,0.38969072164948454,0.2556701030927835,0.31958762886597936,0.32577319587628867,0.2309278350515464,32.08,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,Speed,23.00796963373054
Flamigo,9.0,82,115,74,75,64,90,500,1.6,37.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/flamigo.png,500,0.378,0.278,0.38,0.276,0.18,14.453124999999996,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,17.772638145944082
Lopunny,4.0,65,76,84,54,96,105,480,1.2,33.3,https://img.pokemondb.net/sprites/home/normal/2x/lopunny.jpg,480,0.3333333333333333,0.3125,0.2708333333333333,0.375,0.21875,23.125,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,19.0473095212946
Celebi,2.0,100,100,100,100,100,100,600,0.6,5.0,https://img.pokemondb.net/sprites/home/normal/2x/celebi.jpg,600,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,13.88888888888889,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,HP,0.0
Necrozma,7.0,97,107,101,127,89,79,600,2.4,230.0,https://img.pokemondb.net/sprites/home/normal/2x/necrozma.jpg,600,0.3466666666666667,0.36,0.39,0.31666666666666665,0.13166666666666665,39.93055555555556,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,16.431676725154983
Nidoran♂,1.0,46,57,40,40,40,50,273,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/nidoran-m.jpg,273,0.3553113553113553,0.29304029304029305,0.3553113553113553,0.29304029304029305,0.18315018315018314,36.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,6.978538528947161
Grimmsnarl,8.0,95,120,65,95,75,60,510,1.5,61.0,https://img.pokemondb.net/sprites/home/normal/2x/grimmsnarl.jpg,510,0.3627450980392157,0.3333333333333333,0.4215686274509804,0.27450980392156865,0.11764705882352941,27.11111111111111,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,22.58317958127243
Turtonator,7.0,60,78,135,91,85,36,485,2.0,212.0,https://img.pokemondb.net/sprites/home/normal/2x/turtonator.jpg,485,0.43917525773195876,0.3628865979381443,0.34845360824742266,0.4536082474226804,0.07422680412371134,53.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,33.18684478323703
Blitzle,5.0,45,60,32,50,32,76,295,0.8,29.8,https://img.pokemondb.net/sprites/home/normal/2x/blitzle.jpg,295,0.31186440677966104,0.27796610169491526,0.3728813559322034,0.21694915254237288,0.2576271186440678,46.56249999999999,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,16.999019579571836
Magearna,7.0,80,95,115,130,115,65,600,1.0,80.5,https://img.pokemondb.net/sprites/home/normal/2x/magearna.jpg,600,0.35,0.4083333333333333,0.375,0.38333333333333336,0.10833333333333334,80.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,24.49489742783178
Brambleghast,9.0,55,115,70,80,70,90,480,1.2,6.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/brambleghast.png,480,0.3854166666666667,0.3125,0.40625,0.2916666666666667,0.1875,4.166666666666667,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,Attack,20.73644135332772
Fletchinder,6.0,62,73,55,56,52,84,382,0.7,16.0,https://img.pokemondb.net/sprites/home/normal/2x/fletchinder.jpg,382,0.33507853403141363,0.28272251308900526,0.337696335078534,0.2801047120418848,0.2198952879581152,32.653061224489804,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Speed,12.436505404118419
Kingambit,9.0,100,135,120,60,85,50,550,2.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/kingambit.png,550,0.4636363636363636,0.2636363636363636,0.35454545454545455,0.37272727272727274,0.09090909090909091,30.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Attack,33.26659986633239
Pyukumuku,7.0,55,60,130,30,130,5,410,0.3,1.2,https://img.pokemondb.net/sprites/home/normal/2x/pyukumuku.jpg,410,0.4634146341463415,0.3902439024390244,0.21951219512195122,0.6341463414634146,0.012195121951219513,13.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,51.63977794943222
Primarina,7.0,80,74,74,126,116,60,530,1.8,44.0,https://img.pokemondb.net/sprites/home/normal/2x/primarina.jpg,530,0.2792452830188679,0.45660377358490567,0.37735849056603776,0.3584905660377358,0.11320754716981132,13.580246913580247,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,26.333755270881262
Exploud,3.0,104,91,63,91,73,68,490,1.5,84.0,https://img.pokemondb.net/sprites/home/normal/2x/exploud.jpg,490,0.3142857142857143,0.3346938775510204,0.37142857142857144,0.27755102040816326,0.13877551020408163,37.333333333333336,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,HP,16.020819787597222
Crawdaunt,3.0,63,120,85,90,55,55,468,1.1,32.8,https://img.pokemondb.net/sprites/home/normal/2x/crawdaunt.jpg,468,0.43803418803418803,0.30982905982905984,0.44871794871794873,0.29914529914529914,0.11752136752136752,27.10743801652892,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,25.45584412271571
Ralts,3.0,28,25,25,45,35,40,198,0.4,6.6,https://img.pokemondb.net/sprites/home/normal/2x/ralts.jpg,198,0.25252525252525254,0.40404040404040403,0.35353535353535354,0.30303030303030304,0.20202020202020202,41.24999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Atk,8.366600265340756
Gliscor,4.0,75,95,125,45,75,95,510,2.0,42.5,https://img.pokemondb.net/sprites/home/normal/2x/gliscor.jpg,510,0.43137254901960786,0.23529411764705882,0.27450980392156865,0.39215686274509803,0.18627450980392157,10.625,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Defense,26.832815729997478
