Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL
Quagsire,Water,Ground,2.0,95,85,85,65,65,35,430,1.4,75.0,https://img.pokemondb.net/sprites/home/normal/2x/quagsire.jpg
Espeon,Psychic,None,2.0,65,65,60,130,95,110,525,0.9,26.5,https://img.pokemondb.net/sprites/home/normal/2x/espeon.jpg
Umbreon,Dark,None,2.0,95,65,110,60,130,65,525,1.0,27.0,https://img.pokemondb.net/sprites/home/normal/2x/umbreon.jpg
Murkrow,Dark,Flying,2.0,60,85,42,85,42,91,405,0.5,2.1,https://img.pokemondb.net/sprites/home/normal/2x/murkrow.jpg
Slowking,Water,Psychic,2.0,95,75,80,100,110,30,490,2.0,79.5,https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg
Misdreavus,Ghost,None,2.0,60,60,60,85,85,85,435,0.7,1.0,https://img.pokemondb.net/sprites/home/normal/2x/misdreavus.jpg
Unown,Psychic,None,2.0,48,72,48,72,48,48,336,0.5,5.0,https://img.pokemondb.net/sprites/home/normal/2x/unown.jpg
Wobbuffet,Psychic,None,2.0,190,33,58,33,58,33,405,1.3,28.5,https://img.pokemondb.net/sprites/home/normal/2x/wobbuffet.jpg
Girafarig,Normal,Psychic,2.0,70,80,65,90,65,85,455,1.5,41.5,https://img.pokemondb.net/sprites/home/normal/2x/girafarig.jpg
Pineco,Bug,None,2.0,50,65,90,35,35,15,290,0.6,7.2,https://img.pokemondb.net/sprites/home/normal/2x/pineco.jpg
Forretress,Bug,Steel,2.0,75,90,140,60,60,40,465,1.2,125.8,https://img.pokemondb.net/sprites/home/normal/2x/forretress.jpg
Dunsparce,Normal,None,2.0,100,70,70,65,65,45,415,1.5,14.0,https://img.pokemondb.net/sprites/home/normal/2x/dunsparce.jpg
Gligar,Ground,Flying,2.0,65,75,105,35,65,85,430,1.1,64.8,https://img.pokemondb.net/sprites/home/normal/2x/gligar.jpg
Steelix,Steel,Ground,2.0,75,85,200,55,65,30,510,9.2,400.0,https://img.pokemondb.net/sprites/home/normal/2x/steelix.jpg
Snubbull,Fairy,None,2.0,60,80,50,40,40,30,300,0.6,7.8,https://img.pokemondb.net/sprites/home/normal/2x/snubbull.jpg
Granbull,Fairy,None,2.0,90,120,75,60,60,45,450,1.4,48.7,https://img.pokemondb.net/sprites/home/normal/2x/granbull.jpg
Qwilfish,Water,Poison,2.0,65,95,85,55,55,85,440,0.5,3.9,https://img.pokemondb.net/sprites/home/normal/2x/qwilfish.jpg
Scizor,Bug,Steel,2.0,70,130,100,55,80,65,500,1.8,118.0,https://img.pokemondb.net/sprites/home/normal/2x/scizor.jpg
Shuckle,Bug,Rock,2.0,20,10,230,10,230,5,505,0.6,20.5,https://img.pokemondb.net/sprites/home/normal/2x/shuckle.jpg
Heracross,Bug,Fighting,2.0,80,125,75,40,95,85,500,1.5,54.0,https://img.pokemondb.net/sprites/home/normal/2x/heracross.jpg
Sneasel,Dark,Ice,2.0,55,95,55,35,75,115,430,0.9,28.0,https://img.pokemondb.net/sprites/home/normal/2x/sneasel.jpg
Teddiursa,Normal,None,2.0,60,80,50,50,50,40,330,0.6,8.8,https://img.pokemondb.net/sprites/home/normal/2x/teddiursa.jpg
Ursaring,Normal,None,2.0,90,130,75,75,75,55,500,1.8,125.8,https://img.pokemondb.net/sprites/home/normal/2x/ursaring.jpg
Slugma,Fire,None,2.0,40,40,40,70,40,20,250,0.7,35.0,https://img.pokemondb.net/sprites/home/normal/2x/slugma.jpg
Magcargo,Fire,Rock,2.0,60,50,120,90,80,30,430,0.8,55.0,https://img.pokemondb.net/sprites/home/normal/2x/magcargo.jpg
Swinub,Ice,Ground,2.0,50,50,40,30,30,50,250,0.4,6.5,https://img.pokemondb.net/sprites/home/normal/2x/swinub.jpg
Piloswine,Ice,Ground,2.0,100,100,80,60,60,50,450,1.1,55.8,https://img.pokemondb.net/sprites/home/normal/2x/piloswine.jpg
Corsola,Water,Rock,2.0,65,55,95,65,95,35,410,0.6,5.0,https://img.pokemondb.net/sprites/home/normal/2x/corsola.jpg
Remoraid,Water,None,2.0,35,65,35,65,35,65,300,0.6,12.0,https://img.pokemondb.net/sprites/home/normal/2x/remoraid.jpg
Octillery,Water,None,2.0,75,105,75,105,75,45,480,0.9,28.5,https://img.pokemondb.net/sprites/home/normal/2x/octillery.jpg
Delibird,Ice,Flying,2.0,45,55,45,65,45,75,330,0.9,16.0,https://img.pokemondb.net/sprites/home/normal/2x/delibird.jpg
Mantine,Water,Flying,2.0,85,40,70,80,140,70,485,2.1,220.0,https://img.pokemondb.net/sprites/home/normal/2x/mantine.jpg
Skarmory,Steel,Flying,2.0,65,80,140,40,70,70,465,1.7,50.5,https://img.pokemondb.net/sprites/home/normal/2x/skarmory.jpg
Houndour,Dark,Fire,2.0,45,60,30,80,50,65,330,0.6,10.8,https://img.pokemondb.net/sprites/home/normal/2x/houndour.jpg
Houndoom,Dark,Fire,2.0,75,90,50,110,80,95,500,1.4,35.0,https://img.pokemondb.net/sprites/home/normal/2x/houndoom.jpg
Kingdra,Water,Dragon,2.0,75,95,95,95,95,85,540,1.8,152.0,https://img.pokemondb.net/sprites/home/normal/2x/kingdra.jpg
Phanpy,Ground,None,2.0,90,60,60,40,40,40,330,0.5,33.5,https://img.pokemondb.net/sprites/home/normal/2x/phanpy.jpg
Donphan,Ground,None,2.0,90,120,120,60,60,50,500,1.1,120.0,https://img.pokemondb.net/sprites/home/normal/2x/donphan.jpg
Porygon2,Normal,None,2.0,85,80,90,105,95,60,515,0.6,32.5,https://img.pokemondb.net/sprites/home/normal/2x/porygon2.jpg
Stantler,Normal,None,2.0,73,95,62,85,65,85,465,1.4,71.2,https://img.pokemondb.net/sprites/home/normal/2x/stantler.jpg
Smeargle,Normal,None,2.0,55,20,35,20,45,75,250,1.2,58.0,https://img.pokemondb.net/sprites/home/normal/2x/smeargle.jpg
Tyrogue,Fighting,None,2.0,35,35,35,35,35,35,210,0.7,21.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrogue.jpg
Hitmontop,Fighting,None,2.0,50,95,95,35,110,70,455,1.4,48.0,https://img.pokemondb.net/sprites/home/normal/2x/hitmontop.jpg
Smoochum,Ice,Psychic,2.0,45,30,15,85,65,65,305,0.4,6.0,https://img.pokemondb.net/sprites/home/normal/2x/smoochum.jpg
Elekid,Electric,None,2.0,45,63,37,65,55,95,360,0.6,23.5,https://img.pokemondb.net/sprites/home/normal/2x/elekid.jpg
Magby,Fire,None,2.0,45,75,37,70,55,83,365,0.7,21.4,https://img.pokemondb.net/sprites/home/normal/2x/magby.jpg
Miltank,Normal,None,2.0,95,80,105,40,70,100,490,1.2,75.5,https://img.pokemondb.net/sprites/home/normal/2x/miltank.jpg
Blissey,Normal,None,2.0,255,10,10,75,135,55,540,1.5,46.8,https://img.pokemondb.net/sprites/home/normal/2x/blissey.jpg
Raikou,Electric,None,2.0,90,85,75,115,100,115,580,1.9,178.0,https://img.pokemondb.net/sprites/home/normal/2x/raikou.jpg
Entei,Fire,None,2.0,115,115,85,90,75,100,580,2.1,198.0,https://img.pokemondb.net/sprites/home/normal/2x/entei.jpg
Suicune,Water,None,2.0,100,75,115,90,115,85,580,2.0,187.0,https://img.pokemondb.net/sprites/home/normal/2x/suicune.jpg
Larvitar,Rock,Ground,2.0,50,64,50,45,50,41,300,0.6,72.0,https://img.pokemondb.net/sprites/home/normal/2x/larvitar.jpg
Pupitar,Rock,Ground,2.0,70,84,70,65,70,51,410,1.2,152.0,https://img.pokemondb.net/sprites/home/normal/2x/pupitar.jpg
Tyranitar,Rock,Dark,2.0,100,134,110,95,100,61,600,2.0,202.0,https://img.pokemondb.net/sprites/home/normal/2x/tyranitar.jpg
Lugia,Psychic,Flying,2.0,106,90,130,90,154,110,680,5.2,216.0,https://img.pokemondb.net/sprites/home/normal/2x/lugia.jpg
Ho-oh,Fire,Flying,2.0,106,130,90,110,154,90,680,3.8,199.0,https://img.pokemondb.net/sprites/home/normal/2x/ho-oh.jpg
Celebi,Psychic,Grass,2.0,100,100,100,100,100,100,600,0.6,5.0,https://img.pokemondb.net/sprites/home/normal/2x/celebi.jpg
Treecko,Grass,None,3.0,40,45,35,65,55,70,310,0.5,5.0,https://img.pokemondb.net/sprites/home/normal/2x/treecko.jpg
Grovyle,Grass,None,3.0,50,65,45,85,65,95,405,0.9,21.6,https://img.pokemondb.net/sprites/home/normal/2x/grovyle.jpg
Sceptile,Grass,None,3.0,70,85,65,105,85,120,530,1.7,52.2,https://img.pokemondb.net/sprites/home/normal/2x/sceptile.jpg
Torchic,Fire,None,3.0,45,60,40,70,50,45,310,0.4,2.5,https://img.pokemondb.net/sprites/home/normal/2x/torchic.jpg
Combusken,Fire,Fighting,3.0,60,85,60,85,60,55,405,0.9,19.5,https://img.pokemondb.net/sprites/home/normal/2x/combusken.jpg
Blaziken,Fire,Fighting,3.0,80,120,70,110,70,80,530,1.9,52.0,https://img.pokemondb.net/sprites/home/normal/2x/blaziken.jpg
Mudkip,Water,None,3.0,50,70,50,50,50,40,310,0.4,7.6,https://img.pokemondb.net/sprites/home/normal/2x/mudkip.jpg
Marshtomp,Water,Ground,3.0,70,85,70,60,70,50,405,0.7,28.0,https://img.pokemondb.net/sprites/home/normal/2x/marshtomp.jpg
Swampert,Water,Ground,3.0,100,110,90,85,90,60,535,1.5,81.9,https://img.pokemondb.net/sprites/home/normal/2x/swampert.jpg
Poochyena,Dark,None,3.0,35,55,35,30,30,35,220,0.5,13.6,https://img.pokemondb.net/sprites/home/normal/2x/poochyena.jpg
Mightyena,Dark,None,3.0,70,90,70,60,60,70,420,1.0,37.0,https://img.pokemondb.net/sprites/home/normal/2x/mightyena.jpg
Zigzagoon,Normal,None,3.0,38,30,41,30,41,60,240,0.4,17.5,https://img.pokemondb.net/sprites/home/normal/2x/zigzagoon.jpg
Linoone,Normal,None,3.0,78,70,61,50,61,100,420,0.5,32.5,https://img.pokemondb.net/sprites/home/normal/2x/linoone.jpg
Wurmple,Bug,None,3.0,45,45,35,20,30,20,195,0.3,3.6,https://img.pokemondb.net/sprites/home/normal/2x/wurmple.jpg
Silcoon,Bug,None,3.0,50,35,55,25,25,15,205,0.6,10.0,https://img.pokemondb.net/sprites/home/normal/2x/silcoon.jpg
Beautifly,Bug,Flying,3.0,60,70,50,100,50,65,395,1.0,28.4,https://img.pokemondb.net/sprites/home/normal/2x/beautifly.jpg
Cascoon,Bug,None,3.0,50,35,55,25,25,15,205,0.7,11.5,https://img.pokemondb.net/sprites/home/normal/2x/cascoon.jpg
Dustox,Bug,Poison,3.0,60,50,70,50,90,65,385,1.2,31.6,https://img.pokemondb.net/sprites/home/normal/2x/dustox.jpg
Lotad,Water,Grass,3.0,40,30,30,40,50,30,220,0.5,2.6,https://img.pokemondb.net/sprites/home/normal/2x/lotad.jpg
Lombre,Water,Grass,3.0,60,50,50,60,70,50,340,1.2,32.5,https://img.pokemondb.net/sprites/home/normal/2x/lombre.jpg
Ludicolo,Water,Grass,3.0,80,70,70,90,100,70,480,1.5,55.0,https://img.pokemondb.net/sprites/home/normal/2x/ludicolo.jpg
Seedot,Grass,None,3.0,40,40,50,30,30,30,220,0.5,4.0,https://img.pokemondb.net/sprites/home/normal/2x/seedot.jpg
Nuzleaf,Grass,Dark,3.0,70,70,40,60,40,60,340,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/nuzleaf.jpg
Shiftry,Grass,Dark,3.0,90,100,60,90,60,80,480,1.3,59.6,https://img.pokemondb.net/sprites/home/normal/2x/shiftry.jpg
Taillow,Normal,Flying,3.0,40,55,30,30,30,85,270,0.3,2.3,https://img.pokemondb.net/sprites/home/normal/2x/taillow.jpg
Swellow,Normal,Flying,3.0,60,85,60,75,50,125,455,0.7,19.8,https://img.pokemondb.net/sprites/home/normal/2x/swellow.jpg
Wingull,Water,Flying,3.0,40,30,30,55,30,85,270,0.6,9.5,https://img.pokemondb.net/sprites/home/normal/2x/wingull.jpg
Pelipper,Water,Flying,3.0,60,50,100,95,70,65,440,1.2,28.0,https://img.pokemondb.net/sprites/home/normal/2x/pelipper.jpg
Ralts,Psychic,Fairy,3.0,28,25,25,45,35,40,198,0.4,6.6,https://img.pokemondb.net/sprites/home/normal/2x/ralts.jpg
Kirlia,Psychic,Fairy,3.0,38,35,35,65,55,50,278,0.8,20.2,https://img.pokemondb.net/sprites/home/normal/2x/kirlia.jpg
Gardevoir,Psychic,Fairy,3.0,68,65,65,125,115,80,518,1.6,48.4,https://img.pokemondb.net/sprites/home/normal/2x/gardevoir.jpg
Surskit,Bug,Water,3.0,40,30,32,50,52,65,269,0.5,1.7,https://img.pokemondb.net/sprites/home/normal/2x/surskit.jpg
Masquerain,Bug,Flying,3.0,70,60,62,100,82,80,454,0.8,3.6,https://img.pokemondb.net/sprites/home/normal/2x/masquerain.jpg
Shroomish,Grass,None,3.0,60,40,60,40,60,35,295,0.4,4.5,https://img.pokemondb.net/sprites/home/normal/2x/shroomish.jpg
Breloom,Grass,Fighting,3.0,60,130,80,60,60,70,460,1.2,39.2,https://img.pokemondb.net/sprites/home/normal/2x/breloom.jpg
Slakoth,Normal,None,3.0,60,60,60,35,35,30,280,0.8,24.0,https://img.pokemondb.net/sprites/home/normal/2x/slakoth.jpg
Vigoroth,Normal,None,3.0,80,80,80,55,55,90,440,1.4,46.5,https://img.pokemondb.net/sprites/home/normal/2x/vigoroth.jpg
Slaking,Normal,None,3.0,150,160,100,95,65,100,670,2.0,130.5,https://img.pokemondb.net/sprites/home/normal/2x/slaking.jpg
Nincada,Bug,Ground,3.0,31,45,90,30,30,40,266,0.5,5.5,https://img.pokemondb.net/sprites/home/normal/2x/nincada.jpg
Ninjask,Bug,Flying,3.0,61,90,45,50,50,160,456,0.8,12.0,https://img.pokemondb.net/sprites/home/normal/2x/ninjask.jpg
Shedinja,Bug,Ghost,3.0,1,90,45,30,30,40,236,0.8,1.2,https://img.pokemondb.net/sprites/home/normal/2x/shedinja.jpg
Whismur,Normal,None,3.0,64,51,23,51,23,28,240,0.6,16.3,https://img.pokemondb.net/sprites/home/normal/2x/whismur.jpg
Loudred,Normal,None,3.0,84,71,43,71,43,48,360,1.0,40.5,https://img.pokemondb.net/sprites/home/normal/2x/loudred.jpg
Exploud,Normal,None,3.0,104,91,63,91,73,68,490,1.5,84.0,https://img.pokemondb.net/sprites/home/normal/2x/exploud.jpg
Makuhita,Fighting,None,3.0,72,60,30,20,30,25,237,1.0,86.4,https://img.pokemondb.net/sprites/home/normal/2x/makuhita.jpg
Hariyama,Fighting,None,3.0,144,120,60,40,60,50,474,2.3,253.8,https://img.pokemondb.net/sprites/home/normal/2x/hariyama.jpg
Azurill,Normal,Fairy,3.0,50,20,40,20,40,20,190,0.2,2.0,https://img.pokemondb.net/sprites/home/normal/2x/azurill.jpg
Nosepass,Rock,None,3.0,30,45,135,45,90,30,375,1.0,97.0,https://img.pokemondb.net/sprites/home/normal/2x/nosepass.jpg
Skitty,Normal,None,3.0,50,45,45,35,35,50,260,0.6,11.0,https://img.pokemondb.net/sprites/home/normal/2x/skitty.jpg
Delcatty,Normal,None,3.0,70,65,65,55,55,90,400,1.1,32.6,https://img.pokemondb.net/sprites/home/normal/2x/delcatty.jpg
Sableye,Dark,Ghost,3.0,50,75,75,65,65,50,380,0.5,11.0,https://img.pokemondb.net/sprites/home/normal/2x/sableye.jpg
Mawile,Steel,Fairy,3.0,50,85,85,55,55,50,380,0.6,11.5,https://img.pokemondb.net/sprites/home/normal/2x/mawile.jpg
Aron,Steel,Rock,3.0,50,70,100,40,40,30,330,0.4,60.0,https://img.pokemondb.net/sprites/home/normal/2x/aron.jpg
Lairon,Steel,Rock,3.0,60,90,140,50,50,40,430,0.9,120.0,https://img.pokemondb.net/sprites/home/normal/2x/lairon.jpg
Aggron,Steel,Rock,3.0,70,110,180,60,60,50,530,2.1,360.0,https://img.pokemondb.net/sprites/home/normal/2x/aggron.jpg
Meditite,Fighting,Psychic,3.0,30,40,55,40,55,60,280,0.6,11.2,https://img.pokemondb.net/sprites/home/normal/2x/meditite.jpg
Medicham,Fighting,Psychic,3.0,60,60,75,60,75,80,410,1.3,31.5,https://img.pokemondb.net/sprites/home/normal/2x/medicham.jpg
Electrike,Electric,None,3.0,40,45,40,65,40,65,295,0.6,15.2,https://img.pokemondb.net/sprites/home/normal/2x/electrike.jpg
Manectric,Electric,None,3.0,70,75,60,105,60,105,475,1.5,40.2,https://img.pokemondb.net/sprites/home/normal/2x/manectric.jpg
Plusle,Electric,None,3.0,60,50,40,85,75,95,405,0.4,4.2,https://img.pokemondb.net/sprites/home/normal/2x/plusle.jpg
Minun,Electric,None,3.0,60,40,50,75,85,95,405,0.4,4.2,https://img.pokemondb.net/sprites/home/normal/2x/minun.jpg
Volbeat,Bug,None,3.0,65,73,75,47,85,85,430,0.7,17.7,https://img.pokemondb.net/sprites/home/normal/2x/volbeat.jpg
Illumise,Bug,None,3.0,65,47,75,73,85,85,430,0.6,17.7,https://img.pokemondb.net/sprites/home/normal/2x/illumise.jpg
Roselia,Grass,Poison,3.0,50,60,45,100,80,65,400,0.3,2.0,https://img.pokemondb.net/sprites/home/normal/2x/roselia.jpg
Gulpin,Poison,None,3.0,70,43,53,43,53,40,302,0.4,10.3,https://img.pokemondb.net/sprites/home/normal/2x/gulpin.jpg
Swalot,Poison,None,3.0,100,73,83,73,83,55,467,1.7,80.0,https://img.pokemondb.net/sprites/home/normal/2x/swalot.jpg
Carvanha,Water,Dark,3.0,45,90,20,65,20,65,305,0.8,20.8,https://img.pokemondb.net/sprites/home/normal/2x/carvanha.jpg
Sharpedo,Water,Dark,3.0,70,120,40,95,40,95,460,1.8,88.8,https://img.pokemondb.net/sprites/home/normal/2x/sharpedo.jpg
Wailmer,Water,None,3.0,130,70,35,70,35,60,400,2.0,130.0,https://img.pokemondb.net/sprites/home/normal/2x/wailmer.jpg
Wailord,Water,None,3.0,170,90,45,90,45,60,500,14.5,398.0,https://img.pokemondb.net/sprites/home/normal/2x/wailord.jpg
Numel,Fire,Ground,3.0,60,60,40,65,45,35,305,0.7,24.0,https://img.pokemondb.net/sprites/home/normal/2x/numel.jpg
Camerupt,Fire,Ground,3.0,70,100,70,105,75,40,460,1.9,220.0,https://img.pokemondb.net/sprites/home/normal/2x/camerupt.jpg
Torkoal,Fire,None,3.0,70,85,140,85,70,20,470,0.5,80.4,https://img.pokemondb.net/sprites/home/normal/2x/torkoal.jpg
Spoink,Psychic,None,3.0,60,25,35,70,80,60,330,0.7,30.6,https://img.pokemondb.net/sprites/home/normal/2x/spoink.jpg
Grumpig,Psychic,None,3.0,80,45,65,90,110,80,470,0.9,71.5,https://img.pokemondb.net/sprites/home/normal/2x/grumpig.jpg
Spinda,Normal,None,3.0,60,60,60,60,60,60,360,1.1,5.0,https://img.pokemondb.net/sprites/home/normal/2x/spinda.jpg
Trapinch,Ground,None,3.0,45,100,45,45,45,10,290,0.7,15.0,https://img.pokemondb.net/sprites/home/normal/2x/trapinch.jpg
Vibrava,Ground,Dragon,3.0,50,70,50,50,50,70,340,1.1,15.3,https://img.pokemondb.net/sprites/home/normal/2x/vibrava.jpg
Flygon,Ground,Dragon,3.0,80,100,80,80,80,100,520,2.0,82.0,https://img.pokemondb.net/sprites/home/normal/2x/flygon.jpg
Cacnea,Grass,None,3.0,50,85,40,85,40,35,335,0.4,51.3,https://img.pokemondb.net/sprites/home/normal/2x/cacnea.jpg
Cacturne,Grass,Dark,3.0,70,115,60,115,60,55,475,1.3,77.4,https://img.pokemondb.net/sprites/home/normal/2x/cacturne.jpg
Swablu,Normal,Flying,3.0,45,40,60,40,75,50,310,0.4,1.2,https://img.pokemondb.net/sprites/home/normal/2x/swablu.jpg
Altaria,Dragon,Flying,3.0,75,70,90,70,105,80,490,1.1,20.6,https://img.pokemondb.net/sprites/home/normal/2x/altaria.jpg
Zangoose,Normal,None,3.0,73,115,60,60,60,90,458,1.3,40.3,https://img.pokemondb.net/sprites/home/normal/2x/zangoose.jpg
Seviper,Poison,None,3.0,73,100,60,100,60,65,458,2.7,52.5,https://img.pokemondb.net/sprites/home/normal/2x/seviper.jpg
Lunatone,Rock,Psychic,3.0,90,55,65,95,85,70,460,1.0,168.0,https://img.pokemondb.net/sprites/home/normal/2x/lunatone.jpg
Solrock,Rock,Psychic,3.0,90,95,85,55,65,70,460,1.2,154.0,https://img.pokemondb.net/sprites/home/normal/2x/solrock.jpg
Barboach,Water,Ground,3.0,50,48,43,46,41,60,288,0.4,1.9,https://img.pokemondb.net/sprites/home/normal/2x/barboach.jpg
Whiscash,Water,Ground,3.0,110,78,73,76,71,60,468,0.9,23.6,https://img.pokemondb.net/sprites/home/normal/2x/whiscash.jpg
Corphish,Water,None,3.0,43,80,65,50,35,35,308,0.6,11.5,https://img.pokemondb.net/sprites/home/normal/2x/corphish.jpg
Crawdaunt,Water,Dark,3.0,63,120,85,90,55,55,468,1.1,32.8,https://img.pokemondb.net/sprites/home/normal/2x/crawdaunt.jpg
Baltoy,Ground,Psychic,3.0,40,40,55,40,70,55,300,0.5,21.5,https://img.pokemondb.net/sprites/home/normal/2x/baltoy.jpg
Claydol,Ground,Psychic,3.0,60,70,105,70,120,75,500,1.5,108.0,https://img.pokemondb.net/sprites/home/normal/2x/claydol.jpg
Lileep,Rock,Grass,3.0,66,41,77,61,87,23,355,1.0,23.8,https://img.pokemondb.net/sprites/home/normal/2x/lileep.jpg
Cradily,Rock,Grass,3.0,86,81,97,81,107,43,495,1.5,60.4,https://img.pokemondb.net/sprites/home/normal/2x/cradily.jpg
Anorith,Rock,Bug,3.0,45,95,50,40,50,75,355,0.7,12.5,https://img.pokemondb.net/sprites/home/normal/2x/anorith.jpg
Armaldo,Rock,Bug,3.0,75,125,100,70,80,45,495,1.5,68.2,https://img.pokemondb.net/sprites/home/normal/2x/armaldo.jpg
Feebas,Water,None,3.0,20,15,20,10,55,80,200,0.6,7.4,https://img.pokemondb.net/sprites/home/normal/2x/feebas.jpg
Milotic,Water,None,3.0,95,60,79,100,125,81,540,6.2,162.0,https://img.pokemondb.net/sprites/home/normal/2x/milotic.jpg
Castform,Normal,None,3.0,70,70,70,70,70,70,420,0.3,0.8,https://img.pokemondb.net/sprites/home/normal/2x/castform.jpg
Kecleon,Normal,None,3.0,60,90,70,60,120,40,440,1.0,22.0,https://img.pokemondb.net/sprites/home/normal/2x/kecleon.jpg
Shuppet,Ghost,None,3.0,44,75,35,63,33,45,295,0.6,2.3,https://img.pokemondb.net/sprites/home/normal/2x/shuppet.jpg
Banette,Ghost,None,3.0,64,115,65,83,63,65,455,1.1,12.5,https://img.pokemondb.net/sprites/home/normal/2x/banette.jpg
Duskull,Ghost,None,3.0,20,40,90,30,90,25,295,0.8,15.0,https://img.pokemondb.net/sprites/home/normal/2x/duskull.jpg
Dusclops,Ghost,None,3.0,40,70,130,60,130,25,455,1.6,30.6,https://img.pokemondb.net/sprites/home/normal/2x/dusclops.jpg
Tropius,Grass,Flying,3.0,99,68,83,72,87,51,460,2.0,100.0,https://img.pokemondb.net/sprites/home/normal/2x/tropius.jpg
Chimecho,Psychic,None,3.0,75,50,80,95,90,65,455,0.6,1.0,https://img.pokemondb.net/sprites/home/normal/2x/chimecho.jpg
Absol,Dark,None,3.0,65,130,60,75,60,75,465,1.2,47.0,https://img.pokemondb.net/sprites/home/normal/2x/absol.jpg
Wynaut,Psychic,None,3.0,95,23,48,23,48,23,260,0.6,14.0,https://img.pokemondb.net/sprites/home/normal/2x/wynaut.jpg
Snorunt,Ice,None,3.0,50,50,50,50,50,50,300,0.7,16.8,https://img.pokemondb.net/sprites/home/normal/2x/snorunt.jpg
Glalie,Ice,None,3.0,80,80,80,80,80,80,480,1.5,256.5,https://img.pokemondb.net/sprites/home/normal/2x/glalie.jpg
Spheal,Ice,Water,3.0,70,40,50,55,50,25,290,0.8,39.5,https://img.pokemondb.net/sprites/home/normal/2x/spheal.jpg
Sealeo,Ice,Water,3.0,90,60,70,75,70,45,410,1.1,87.6,https://img.pokemondb.net/sprites/home/normal/2x/sealeo.jpg
Walrein,Ice,Water,3.0,110,80,90,95,90,65,530,1.4,150.6,https://img.pokemondb.net/sprites/home/normal/2x/walrein.jpg
Clamperl,Water,None,3.0,35,64,85,74,55,32,345,0.4,52.5,https://img.pokemondb.net/sprites/home/normal/2x/clamperl.jpg
Huntail,Water,None,3.0,55,104,105,94,75,52,485,1.7,27.0,https://img.pokemondb.net/sprites/home/normal/2x/huntail.jpg
Gorebyss,Water,None,3.0,55,84,105,114,75,52,485,1.8,22.6,https://img.pokemondb.net/sprites/home/normal/2x/gorebyss.jpg
Relicanth,Water,Rock,3.0,100,90,130,45,65,55,485,1.0,23.4,https://img.pokemondb.net/sprites/home/normal/2x/relicanth.jpg
Luvdisc,Water,None,3.0,43,30,55,40,65,97,330,0.6,8.7,https://img.pokemondb.net/sprites/home/normal/2x/luvdisc.jpg
Bagon,Dragon,None,3.0,45,75,60,40,30,50,300,0.6,42.1,https://img.pokemondb.net/sprites/home/normal/2x/bagon.jpg
Shelgon,Dragon,None,3.0,65,95,100,60,50,50,420,1.1,110.5,https://img.pokemondb.net/sprites/home/normal/2x/shelgon.jpg
Salamence,Dragon,Flying,3.0,95,135,80,110,80,100,600,1.5,102.6,https://img.pokemondb.net/sprites/home/normal/2x/salamence.jpg
Beldum,Steel,Psychic,3.0,40,55,80,35,60,30,300,0.6,95.2,https://img.pokemondb.net/sprites/home/normal/2x/beldum.jpg
Metang,Steel,Psychic,3.0,60,75,100,55,80,50,420,1.2,202.5,https://img.pokemondb.net/sprites/home/normal/2x/metang.jpg
Metagross,Steel,Psychic,3.0,80,135,130,95,90,70,600,1.6,550.0,https://img.pokemondb.net/sprites/home/normal/2x/metagross.jpg
Regirock,Rock,None,3.0,80,100,200,50,100,50,580,1.7,230.0,https://img.pokemondb.net/sprites/home/normal/2x/regirock.jpg
Regice,Ice,None,3.0,80,50,100,100,200,50,580,1.8,175.0,https://img.pokemondb.net/sprites/home/normal/2x/regice.jpg
Registeel,Steel,None,3.0,80,75,150,75,150,50,580,1.9,205.0,https://img.pokemondb.net/sprites/home/normal/2x/registeel.jpg
Latias,Dragon,Psychic,3.0,80,80,90,110,130,110,600,1.4,40.0,https://img.pokemondb.net/sprites/home/normal/2x/latias.jpg
Latios,Dragon,Psychic,3.0,80,90,80,130,110,110,600,2.0,60.0,https://img.pokemondb.net/sprites/home/normal/2x/latios.jpg
Kyogre,Water,None,3.0,100,100,90,150,140,90,670,4.5,352.0,https://img.pokemondb.net/sprites/home/normal/2x/kyogre.jpg
Groudon,Ground,None,3.0,100,150,140,100,90,90,670,3.5,950.0,https://img.pokemondb.net/sprites/home/normal/2x/groudon.jpg
Rayquaza,Dragon,Flying,3.0,105,150,90,150,90,95,680,7.0,206.5,https://img.pokemondb.net/sprites/home/normal/2x/rayquaza.jpg
Jirachi,Steel,Psychic,3.0,100,100,100,100,100,100,600,0.3,1.1,https://img.pokemondb.net/sprites/home/normal/2x/jirachi.jpg
Deoxys,Psychic,None,3.0,50,150,50,150,50,150,600,1.7,60.8,https://img.pokemondb.net/sprites/home/normal/2x/deoxys.jpg
Turtwig,Grass,None,4.0,55,68,64,45,55,31,318,0.4,10.2,https://img.pokemondb.net/sprites/home/normal/2x/turtwig.jpg
Grotle,Grass,None,4.0,75,89,85,55,65,36,405,1.1,97.0,https://img.pokemondb.net/sprites/home/normal/2x/grotle.jpg
Torterra,Grass,Ground,4.0,95,109,105,75,85,56,525,2.2,310.0,https://img.pokemondb.net/sprites/home/normal/2x/torterra.jpg
